ID,File,Transcription,incident_type,injury_severity,victims_count,fire_present,trapped_persons,weapons_involved,hazmat_involved,intent,urgency_human,daira,commune,lieu,location_description,summary,notes_cot,source_csv
CALL_0208_Appe,Appelle 10.wav,"Allo? Oui l'pompiers. Salam aleykoum. anita l'7imaya l'madaniya? L'pompiers n Bgayet a Madame, les 4 chemins. Bgayet, aqlin dayi gl'qsar... ich3eliyide-kuntur triciti athan yergh-akith. Anwa amkan deg l'qsar a Madame? Aqla-gh wa7ed Berqouqi. A Madame, ma3lich amdefkegh numéro n l'qsar asen-tsawled  asen-tessefehmed amkan exact, ma3lich? Awi-t-id... 034 82 35 65. 034 82 35 65. C'est bon a Madame? Sa7it. Sa7it, Rebbi i3awn-ik.",fire_building,unknown,,yes,unknown,no,no,report_incident,high,El Kseur,El Kseur,Berqouqi,wa7ed Berqouqi,Une habitante signale un début d'incendie causé par un court-circuit électrique à l'intérieur d'un bâtiment à Berkouk (iEl Kseur).,"L'appelante mentionne 'ide-kuntur l'triciti' (court-circuit) et 'yergha akith' (ça a brûlé/c'est en feu), ce qui confirme le type 'fire_building'. La localisation est précisée à El Kseur (l'qsar) dans le quartier Berkouki.",400annotations_local.csv
CALL_0208_Appe,Appelle 11.wav,"derapage. D'un véhicule léger. Eh, anida?. Route nationale 12. anwa Amkan? La gendarmerie l'Qsar. Eh, zath la brigade la gendarmerie. Derapage véhicule... cheye3tas l'ambulance kn ngh?  L'ambulance . D'accord, s7it.",accident_vehicular,unknown,,no,unknown,no,no,report_incident,medium,El Kseur,El Kseur,Route Nationale 12,"RN12, la gendarmerie l'Qsar, zath la brigade la gendarmerie",Signalement d'un accident (dérapage) d'un véhicule léger sur la RN12 à proximité de la brigade de gendarmerie d'El Kseur. L'appelant confirme le besoin d'une ambulance.,"L'appelant utilise 'drapage' (dérapage) et 'véhicule léger' pour désigner un accident de la route (accident_vehicular). La localisation est précise : 'Route nationale 12' et 'la gendarmerie l'Qsar' (El Kseur). La phrase 'l'ambulance thlaq' indique qu'une ambulance est nécessaire, suggérant des blessés sans en préciser la gravité.",400annotations_local.csv
CALL_0208_Appe,Appelle 12.wav,"Allo? Allo? himaya an3am. Salamou 3likoum. Chuf m3ak, la3nayak nighawend f yiwn ihlek g ledimco. Eh, athan l'ambulance tqeliven fellas oulach? aqli dina, dakhla n'sadda. andakn kunwi. Nki win idula3an inad ad ad3edim wahi souq lfelah, dkechman vers souq. khati ljiha n'JRCA. Safi anda thela'la poste. anda thella la poste exact, eh. Ah d'accord, ok. Ambulance attan l-jiha n'usawen. Ahwa d'accord, ok d'accord. Sa7a.",medical_emergency,unknown,1.0,no,unknown,no,no,request_help,medium,Béjaïa,Béjaïa,Sadda / Glidimco / zath 'la poste,"dakhla n'sadda,l-jiha n'JRCA, anda thella la poste","Un témoin signaleune urgence medical a Béjaïa, dans le secteur de Sadda, a lediimco  pres de la Poste.","L'appelant utilise 'yiwn ihlek' (une personne malade), ce qui indique une urgence medical . Les repères géographiques comme 'edimco', 'Sadda', 'souq l'fella7a' et 'azthn'la poste' situent ",400annotations_local.csv
CALL_0208_Appe,Appelle 13.wav,"Slam, azul fel-awen. C'est docteur Hakimi. 3eddiɣ tura s cité Monja, zriɣ un patient, un patient il est dans un état grave chwiya. cest un vieux, il désature, i7waj l'oxygène, la respiration il respire difficilement. Il est inconscient. Tura zriɣ les parents-ines parce que lu3and tura, l'apres la3aghd nekki.  agui d-is3eddigh les parents-ines. It-7waj un transport vers l'hôpital en urgence.ikechi acu it-xeddem ? D-at-tabib ? nk 3edaghd sina lu3aniyid  naniyid ma zemred attezred la situation... Roh azreɣ, roh azreɣ tufa-d l'état-ines, l'état-ines d-dégradé. Ah d'accord. Ihi l'parent-is agui d-is3eddayen... Allo ? An-3am azul fell-ak. Azul. laree ni Terminus Monja, deffir l'bâtiment-nni kayeen ay dafedd dinna. A-g terminus Monja ? Terminus Monja, llan l'park-nni dinna d-yiwen l'bâtiment-aki dinna. Terminus Monja. El mouhim, thu l'bâtiment-agi, el mouhim attan tjr g-terminus. Terminus. Eih. C'est quel nom ? Afia. Afia. Afia, eih. Ig-id-k bon, numérok machi wayi ? Xati, machi wayagi... ma d-le numéro ? Eih wacha ? 05 58 06 15 39. Ok d'accord, akid-naf dinna g-terminus. Ay-d-at-naf dinna. Ok d'accord, sa7it, ya3tik sa7a. Saha.",medical_emergency,severe,1.0,no,no,no,no,request_help,high,Béjaïa,Béjaïa,Cité Monja,"Terminus Monja, deffir l'bâtiment-nni, llan l'park-nni dinna",Un médecin (Docteur Hakimi) signale un patient âgé dans un état grave présentant une détresse respiratoire et une perte de connaissance à la Cité Monja. Il demande une évacuation d'urgence vers l'hôpital.,"L'appelant s'identifie comme médecin et utilise des termes cliniques ('désature', 'état grave', 'inconscient') indiquant une urgence médicale ('medical_emergency'). Le lieu est localisé à 'Cité Monja' et précisé au 'Terminus' près du 'Bâtiment Afia'.",400annotations_local.csv
CALL_0208_Appe,Appelle 14.wav,"Allo. - An3am, wlh nes3a un malade ighliyagh dayi gethhanutt gelqouds - gelqouds ii nighas wlh ma nes3a  les ambulance actuellement atan occupé. - Ya... d wayetnin, illa iwen i3ayed 115 taghen ulach. - 034 115 15. - 034 115 15? - Ih, 3awdh l'numéro-ayi daghen. - D'accord, sahit.",medical_emergency,unknown,1.0,no,unknown,no,no,request_help,high,Béjaïa,Béjaïa,lqouds,ayi gethhanutt gelqouds,L'appelant signale une urgence médicale à domicile a lqouds. L'opérateur l'informe que les ambulances sont actuellement occupées et lui fournit un numéro de téléphone alternatif.,"L'appelant utilise 'a l'3ar' (appel au secours) et 'thahanutt' (magasin) pour un incident ('malade'). L'agent mentionne explicitement que les 'ambulances' sont occupées, confirmant le caractère médical. Le lieu est identifié comme 'qouds'",400annotations_local.csv
CALL_0208_Appe,Appelle 15.wav,"Alo, 3andna... 3andna wasmou wa7ed crise cardiaque walla... l'mir postal ta3 Souq n Tnine. Souq n Tnine? At-tek n-numéro ta3 Souq n Tnine. Hak Bejaia, markit 3andek. Eh d'accord. 034... 034... 09... 09... 36... 36... 13. 13. Saha, saha.",medical_emergency,severe,,no,no,no,no,request_help,critical,Inconnu,Souk El Tenine,souq tnin,l'mir postal ta3 Souq n Tnine,L'appelant signale une personne faisant une crise cardiaque à proximité de la poste de Souk El Tenine. L'opérateur lui transmet le numéro de téléphone direct de l'unité locale.,L'appelant mentionne explicitement 'crise cardiaque' (medical_emergency) et 'wa7ed' (une victime). La localisation est précise : 'l'mir postal' (probablement l'agence postale ou mairie/poste) à 'Souq n Tnine'. L'opérateur de Bejaia redirige l'appelant vers l'unité locale en dictant le numéro.,400annotations_local.csv
CALL_0209_Appe,Appelle 16.wav,"Allo? Allo oui, esslam 3likum. Les pompiers Souq El Tenine? Béjaïa, n3amla3nayak ma zemred sentla3id.. l-pompiers Souq El Tenine. ghornagh hanka l'urgence zdat la poste n Souq El Tenine. D'accord, tura senla3igh. Sa7a. D'accord, sa7a.",medical_emergency,unknown,,no,unknown,no,no,report_incident,high,Souk El Tenine,Souk El Tenine,La poste,zdat la poste n Souq El Tenine,L'appelant signale une urgence indéterminée située juste devant la poste de Souk El Tenine et demande l'intervention des pompiers.,"L'appelant utilise 'un cas d'urgence' sans préciser la nature exacte (accident ou malaise), ce qui oriente vers medical_emergency. La localisation est précise : 'zdat la poste' (devant la poste) à Souk El Tenine.",400annotations_local.csv
CALL_0209_Appe,Appelle 17.wav,"Allo? Allo... Salam alaikoum les pompiers?. Les pompiers, ouais. Bon, athan thella dayi láccident g charchor. Chorchour?, ah. Ah d-yid t-déraper umba3d tach3el deg-s l'vafini, ça va pas l'intérieure. Amek? nighayd yiwth tomobile ig derapen oum3ad ness3a yiwth teqchichth cv pas dina thdukh,blesse kn? aa thdukh kn  Ah... wahi ljame3 ni illan g charchor gedged. Sber ad-as-n-inigh k-Tichy Bgayet, n-Bgayet a-Tichy. Khati n-Bgayet a-Tichy. D'accord, d'accord, saha, saha. Saha.",accident_vehicular,unknown,1.0,no,unknown,no,no,report_incident,high,Tichy,Tichy,Chorchour,wahi ljame3 ni illan g charchor gedged (près de la mosquée où se termine Chorchour),"Un véhicule a dérapé à Chorchour. L'appelant signale que l'auto tremble et que la situation à l'intérieur est inquiétante et la civtime cst une fait dans letat inconsiante, demandant l'intervention des pompiers de Tichy.","L'appelant utilise 't-déraper' (accident de la route) , confirmant 'accident_vehicular' a. Le lieu 'Chorchour' est situé entre Tichy et Aokas,'thaqchichth thdukh'('fille inconsiante'). L'appelant précise que l'unité de Tichy est préférable à celle de Bejaia.",400annotations_local.csv
CALL_0209_Appe,Appelle 18.wav,"— Salam alaykoum. — Salam. — La protection civile n'Akbou? — Khati, n'Bgayet, an3am agma. — Justement, nes7aq l'ambulance dagi akbou— Anwa mkane? — Atha f'ljame3 n'aqbou, nes3a yiweth tqechicht dagi ighezatt uqjun. — Alwakene? L'wa7 l'jame3 n'la ville n'sawen? — N'sawen, n'sawen, n'as-asouad n'wakane. — Aya très bien, d'accord, sa7a.",structural_collapse,severe,,no,yes,no,no,request_help,high,Akbou,akbou,"'akbou,","Atha f'ljame3 n'akbou, l'wa7 l'jame3 n'la ville n'sawen",Un témoin demande une ambulance à Khouba (Béjaïa) car un mur s'est effondré sur une jeune fille près de la mosquée.,L'appelant demande une ambulance ('nes7aq l'ambulance') car un mur ('oughajjoum') est tombé sur une fille ('th'ghli-d fell-as yiweth tqechicht'). L'opérateur identifie le lieu comme étant Khouba près de la mosquée dans les quartiers hauts ('la ville n'sawen').,400annotations_local.csv
CALL_0209_Appe,Appelle 19.wav,"Allo. - Assalamou3likoum. - Wa3likoumsalam. -nes3a yiwn ljar dayi idemander protection civil? - iwach lkhir achu yuhwaj?is3a yiwn en decape is3a une crise cardiaque - Anida? - Ighzer ozarif, Près de l'APC. - Ma3lich, Ighzer ozarif aydefkegh numero oued ghir... dway-ik... mark-it ghorek. - Ah. - 030 16 92 92. - 030... 16 92 92. - 92 92. - 92 92. - BarakAllahou fik. - Sahait.",medical_emergency,severe,,no,no,no,no,request_help,high,Béjaïa,Oued Ghir,Ighzer ozarif,"ighzer ozarif ,Près de l'APC",Un homme appelle pour une urgence médicale concernant une personne handicapée victime d'une crise cardiaque à Ighzer ozarif (Oued ghir). L'opérateur lui communique le numéro direct de l'unité locale.,L'appelant signale une 'crise cardiaque' ce qui définit le 'medical_emergency'. La victime est décrite comme 'l'handicapé'. Le lieu est 'Ighzer ozarif' avec pour repère 'Près de l'APC'. L'urgence est qualifiée de 'high' car une crise cardiaque nécessite une intervention immédiate.,400annotations_local.csv
CALL_0209_Appe,Appelle 20.wav,"allo?dqiqa bark aa...werana werana?..allo?akhir,aqlagh wahid luniversite,avrid ittawin imelala,..avrid ittawin imelala?ih wahid portail universite jiha chamal..sufel l pont?..ih sufel lpont..achu gellan?..une accident amoto wahi wayet ,urgent chweya..iblessi chweya wayi..wahi wachu?..amoto wahi tomobile..daccord , sufel l pony",accident_vehicular,severe,,no,no,no,no,report_incident,high,Béjaïa,Béjaïa,Aboudaou (Université),"wahid l'portail l'université, avrid ittawin imelala",Signalement d'un accident de la circulation entre une moto et une voiture sur le pont près d'un portail de l'université d'Aboudaou. Un blessé léger est signalé sur la chaussée.,"L'appelant mentionne 'accident a moto' et 'tomobil' (véhicule motorisé). Le terme 'yejreh chwiya' (blessé un peu) définit la gravité comme mineure. La localisation est précise : 'Aboudaou', 'l'université' et 'souf l'pont' (sur le pont).",400annotations_local.csv
CALL_0209_Appe,Appelle 21.wav,"Himaya an3am? Hello? Salamou 3laykoum. Wa 3laykoum assalam. Les pompiers n Kherrata? nevgayeth. Ma3lichaydefked'numéro n Kherrata? Wa D'ra3 el Gaid da. Kherrata, Kherrata. Ichi n Dra3 el Gaid itgharata? Aha, Kherrata ext. marque ghorek 034...,wayi nkharata, lma yella lambulance n kherata L'ambulance n Kherrata athan thefegh Dra3 el Gaid. At-patientid chwiya, d'accord? Ayih ma3lich. 0 034 18 51 21. 51 21. safait thefegh thura hama th3awded thkechmed? ih ihAya d'accord, saha, saha.",unknown,unknown,,unknown,unknown,no,no,request_help,unknown,Kherrata,Kherrata,kherrata,kherrata,L'appelant sollicite les pompiers de Kherrata pour une intervention (ambulance) kherrata,"L'appelant demande spécifiquement 'Les pompiers n Kherrata' et mentionne 'l'ambulance' pour un lieu précis kherrata - PK34', . L'opérateur redirige ou coordonne avec l'unité de Draâ el Gaïd.",400annotations_local.csv
CALL_0209_Appe,Appelle 22.wav,"Sidi Ali El Bahar ilya une femme enceinte.. Anam? attan yiwth yidnegh theghli gher lqa3a, madhabikoum tchewfouha. Ani am kan Sidi Ali El Bahar, an t-jiha? Wa7id... dar ni3ma? Wa7iddar ni3ma ni kn jechmed sina.anida?..wahid lyce ni kan kechend sina..wahi lycee sid ali lebher? ..aseyed achu ness3a une intervention tura aa... occupée.",medical_emergency,unknown,,no,unknown,no,no,report_incident,high,Béjaïa,Béjaïa,Sidi Ali El Bahar,"Sidi Ali El Bahar, wa7id dar ni3ma , wahid lycee","L'appelant signale un malaiset à Sidi Ali El Bahar, précisément près de dar ni3ma et lycee de sidi hmed.",L'expression 'theghli lqa3a' (elles est tomber sous sol) indique clairement un malaise (maladie). L'appelant localise l'incident à Sidi Ali El Bahar près de dar ni3ma et lycee de sidi hmed,400annotations_local.csv
CALL_0209_Appe,Appelle 23.wav,"Allo... Anwa amkan? derguina , nig la daira,tve3 la daira avrid nu ussawn, senig la daira tev3egh avrid dassawen? ih,derguina daderguini,letat ins amk? ittgami dived,ittgami dived ghori tomobol zmiregh ara thidedmegh. C'est urgent, c'est urgent mlih mlih, lihh tout de suite tout  de suite....daccord i.",medical_emergency,severe,,no,unknown,no,no,report_incident,critical,Darguina,Béjaïa,derguina,"derguina , avrid la daira ussawen","Un malade a fait une chute sous un olivier situé à Darguina, au-dessus de la mairie. La victime est consciente mais ne peut ni marcher ni se relever seule. Une intervention des secours est nécessaire pour une prise en charge médicale","L'appelant répète 'derguina' et 'souf la mairi' pour localiser précisément. Les termes 'l'accident', 'otomobile' et 'Toyota' identifient le type d'incident. L'expression 'rahi temchi ddem' (le sang coule) justifie la sévérité 'severe'. L'urgence est qualifiée de 'mlih mlih' et 'tout de suite', d'où le niveau 'critical'.",400annotations_local.csv
CALL_0209_Appe,Appelle 24.wav,"Alo? Msalkhir, msalkhir. - asslama. - thella yiwth tmetoth tt3ich imanis, la famille Wannoughène. athan thehlek thenayid la3iyasn les pompier s3ighara numéro-n-sen. - Wash-n la commune? - Han? - Wash-n la commune? - Commune Amizour. - Marquér-d le numéro n-les pompiers n'Wada Amizour. 034... 034 08... 034-kani? - Khati, 034 08 77 14. - Très bien. - D'accord.",medical_emergency,unknown,,no,unknown,no,no,report_incident,high,Amizour,Amizour,Oued Amizour,"deg-lbarj n-Diche sawne-d ifirmane, la famille Wannoughène","Une femme résidant seule dans la commune d’Amizour a été victime d’un malaise à son domicile. Son état de santé nécessite une prise en charge médicale urgente. Ne disposant d’aucune assistance sur place, une intervention des services de la Protection Civile est demandée afin d’assurer les premiers secours et son éventuelle évacuation vers une structure hospitalière.
","L'appelant mentionne 'tmetoth thezdegh imanis thehlek' (une femme qui habite seule elle est malade), ce qui définit l'incident 'urgence medical'. La localisation est précisée comme 'Commune Amizour' .",400annotations_local.csv
CALL_0209_Appe,Appelle 25.wav,"Accident montant hna, li lancenah meqbila  ya3wdou ijiw bark. Bon, chouf l'pont Aboudaw, ak-fhem? Ma nehkich s... ma nefhemch qbayliya. Fouq l'pont ta3 Aboudaw. Le pont kima jami3a. Eh, okay rani jayin, sahit. Sahha.",accident_vehicular,unknown,,unknown,unknown,no,unknown,report_incident,medium,Béjaïa,Béjaïa,Aboudaw,"Fouq l'pont ta3 Aboudaw, kima jami3a",Signalement d'un accident de la circulation sur le pont d'Aboudaw à proximité de l'université de Béjaïa.,"L'appelant signale un 'accident montant'. Localisation confirmée par l'opérateur comme étant 'fouq l'pont' (sur le pont) d'Aboudaw près de 'jami3a' (l'université). L'appelant précise qu'il ne comprend pas le kabyle ('ma nefhemch qbayliya'), l'échange se poursuit donc en arabe/français.",400annotations_local.csv
