Chemin,Transcription
A035_M06_5 .wav,yeqwem wayen texdem
A037_M08_1.wav,m
A037_M08_2.wav,xdem
A037_M08_3.wav,Mettԑammed
A037_M08_4.wav,texdem i wayen tezmer
A037_M08_5.wav,Yewwet-it mettԑemmed
A038_M09_1.wav,m
A038_M09_2.wav,Medden
A038_M09_3.wav,Mebla
A038_M09_4.wav,Ulac aṭas medden dina
A038_M09_5.wav,Iruḥ melba iṣurdiyen
A039_M10_1.wav,m
A039_M10_2.wav,Mucaԑ
A039_M10_3.wav,Mxalfa
A039_M10_4.wav,Mucaԑ yisem-is deg tallit-nni
A039_M10_5.wav,Tirga mxalfa
A044_J15_1.wav,j
A044_J15_2.wav,Jeddi
A044_J15_3.wav,Irij
A044_J15_4.wav,Yettaɣ jeddi aṭas yidrimen
A044_J15_5.wav,Isewwed akbal deg tirij
A048_Q04_1.wav,q
A048_Q04_2.wav,Seqcer
A048_Q04_3.wav,Lqeṭ
A048_Q04_4.wav,Iseqcer-d taččinat
A048_Q04_5.wav,Leqqṭen azemmur
A050_Q06_1.wav,q
A050_Q06_2.wav,ɣleq
A050_Q06_3.wav,ԑelleq
A050_Q06_4.wav,ffeɣ ɣleq tawwurt
A050_Q06_5.wav,Tԑelleq iman-is a tzemmurt
A050_Q07_1.wav,q
A050_Q07_2.wav,tleq
A050_Q07_3.wav,ḥreq
A050_Q07_4.wav,Tetleq deg texxamt-is tettferriğ
A050_Q07_5.wav,Yeḥreq yilemzi ɣer fransa
A051_Q08_1.wav,q
A051_Q08_2.wav,ɣreq
A051_Q08_3.wav,Qbala
A051_Q08_4.wav,Yeɣreq deg wassif
A051_Q08_5.wav,Iruḥ qbala s axxam
A052_Q09_1.wav,q
A052_Q09_2.wav,Qrib
A052_Q09_3.wav,Qsada
A052_Q09_4.wav,Qrib ad ilḥeq s axxam
A052_Q09_5.wav,Iruh qsada s aɣerbaz
A054_Q11_1.wav,q
A054_Q11_2.wav,Lqis
A054_Q11_3.wav,Tuqqna
A054_Q11_4.wav,Yeṭṭef lqis n tsebbat-is
A054_Q11_5.wav,Tuqqna i t-yeqqen mliḥ
A055_M08_1.wav,m
A055_M08_2.wav,xdem
A055_M08_3.wav,Mettԑammed
A055_M08_4.wav,texdem i wayen tezmer
A055_M08_5.wav,Yewwet-it mettԑemmed
A056_M05_1.wav,m
A056_M05_2.wav,xemmer
A056_M05_3.wav,summet
A056_M05_4.wav,txemmeṛ lqec n wayetma-s
A056_M05_5.wav,tsummet tasumta n rric
A057_M01_1.wav,m
A057_M01_2.wav,Mager
A057_M01_3.wav,Mceṭ
A057_M01_4.wav,Imuger-d leḥbab-is deg ubrid
A057_M01_5.wav,Temceṭ acekkuḥ-is s tsellakt
A057_M02_1.wav,m
A057_M02_2.wav,Menni
A057_M02_3.wav,Mmekti
A057_M02_4.wav,Yettmenni ad tekfu cedda fell-as
A057_M02_5.wav,Yemmekta-d lehdur yemma-s
A058_M06_1.wav,m
A058_M06_2.wav,Rḍem
A058_M06_3.wav,Qwem
A058_M06_4.wav,terḍem sseksu n nnaεma
A058_M06_5.wav,yeqwem wayen texdem
A060_M09_1.wav,m
A060_M09_2.wav,Medden
A060_M09_3.wav,Mebla
A060_M09_4.wav,Ulac aṭas medden dina
A060_M09_5.wav,Iruḥ melba iṣurdiyen
A061_D06_1.wav,d
A061_D06_2.wav,Ndef
A061_D06_3.wav,Feddex
A061_D06_4.wav,Yessendef-as lğerḥ-is
A061_D06_5.wav,Iwwet-it s ublaṭ ifeddex-it
A061_D05_1.wav,d
A061_D05_3.wav,Weddef
A061_D05_5.wav,Iweddef-as abidun ad t-id yeččar
A062_D07_1.wav,d
A062_D07_2.wav,Izdig
A062_D07_3.wav,Ldi
A062_D07_4.wav,Ssizdeg tawuurt-ik
A062_D07_5.wav,Yeldi akk tiwwura n texxamin
A062_D08_1.wav,d
A062_D08_2.wav,Bedd
A062_D08_4.wav,Ibedd ɣef umnar n tewwurt
A063_D09_1.wav,d
A063_D09_2.wav,Dderya
A063_D09_3.wav,Ddaw
A063_D09_4.wav,As-d-yerzaq rebbi dderya iṣelḥen
A063_D09_5.wav,Aqlaɣ akk ddaw leԑnaya rebbi
A063_D08_1.wav,d
A063_D08_3.wav,Ddehn
A063_D08_5.wav,Tettara ddehn i wayen yellan
A064_D10_1.wav,d
A064_D10_2.wav,Ddiq
A064_D10_3.wav,Dnub
A064_D10_4.wav,"Axxam-nsen mezzi, zedɣen deg ddiq"
A064_D10_5.wav,Ad as-yeɣfer rebbi dnub-is
A064_D11_1.wav,d
A064_D11_2.wav,Dwam
A064_D11_4.wav,Lqec n berra terra-ten i dwam
A065_D12_1.wav,d
A065_D12_2.wav,Dduḥ
A065_D12_3.wav,Aderwic
A065_D12_4.wav,Inğer-d dduḥ s usɣar
A065_D12_5.wav,Yeqqel d aderwic deg taddart
A065_D11_1.wav,d
A065_D11_3.wav,Dreԑ
A065_D11_5.wav,Yessexdam draԑ ɣef imezyanen
A066_D13_1.wav,d
A066_D13_2.wav,Taddart
A066_D13_3.wav,Tezdeg
A066_D13_4.wav,Nejmaԑen wat taddart ad frun uguren-nsen
A066_D13_5.wav,Tettḥibi tezdeg
A066_D14_1.wav,d
A066_D14_2.wav,Taduli
A066_D14_4.wav,Tesbur taduli i mmi-s
A067_D15_1.wav,d
A067_D15_2.wav,Adaynin
A067_D15_3.wav,Ibeddi
A067_D15_4.wav,Ayen n zyada atan deg udaynin
A067_D15_5.wav,Iqreḥ-it uԑrur-is s ibeddi
A067_D14_1.wav,d
A067_D14_3.wav,Afeddix
A067_D14_5.wav,Yečča afeddix qrib yewweṭ ɣer lmut
A068_D01_1.wav,d
A068_D01_2.wav,Ddu
A068_D01_3.wav,Ddem
A068_D01_4.wav,Anda iruḥ baba-s ad yeddu
A068_D01_5.wav,Teddem ayen tuḥwağ kan
A068_D02_1.wav,d
A068_D02_2.wav,Ddel
A068_D02_4.wav,Yeddel snat n tḥuyak
A069_D03_1.wav,d
A069_D03_2.wav,Ddez
A069_D03_3.wav,Dԑen
A069_D03_4.wav,Teddez kra n teskert
A069_D03_5.wav,Tedԑen tettes lqahwa taberkant
A069_D02_1.wav,d
A069_D02_3.wav,Dhen
A069_D02_5.wav,Tedhen seksu s dhan
A070_D04_1.wav,d
A070_D04_2.wav,Dder
A070_D04_3.wav,Dderɣel
A070_D04_4.wav,Yedder ssin wussan kan immut
A070_D04_5.wav,Yewwet-it ɣer tiṭ yesderɣel-it
A070_D05_1.wav,d
A070_D05_2.wav,Beddel
A070_D05_4.wav,Yal taswiḥt nettat d abeddel
A074_D15_2.wav,Adaynin
A074_D15_3.wav,Ibeddi
A074_D15_4.wav,Ayen n zyada atan deg udaynin
A074_D15_5.wav,Iqreḥ-it uԑrur-is s ibeddi
A074_D14_3.wav,Afeddix
A074_D14_5.wav,Yečča afeddix qrib yewweṭ ɣer lmut
A075_Q01_1.wav,q
A075_Q01_2.wav,Qader
A075_Q01_3.wav,Qeԑԑed
A075_Q01_4.wav,Yettqadar akk medden
A075_Q01_5.wav,Qeԑԑed iman-ik
A075_Q02_1.wav,q
A075_Q02_2.wav,Qfez
A075_Q02_4.wav,Yeqfez uqcic deg lkulij
A077_Č07_1.wav,č
A077_Č07_2.wav,Nčew
A077_Č07_3.wav,Sfiččew
A077_Č07_4.wav,Yenčew akk ucekkuḥ-is
A077_Č07_5.wav,Icaṭ-ak asfiččew dina
A077_Č09_1.wav,č
A077_Č09_2.wav,Ačanyar
A077_Č09_3.wav,Čaqlala
A077_Č09_4.wav,Ixdem ačanyar gar ixeddamen-is
A077_Č09_5.wav,Ixdem čaqlala ɣef wulac
A078_Č07_1.wav,č
A078_Č07_2.wav,Nčew
A078_Č07_3.wav,Sfiččew
A078_Č07_4.wav,Yenčew akk ucekkuḥ-is
A078_Č07_5.wav,Icaṭ-ak asfiččew dina
A078_Č09_1.wav,č
A078_Č09_2.wav,Ačanyar
A078_Č09_3.wav,Čaqlala
A078_Č09_4.wav,Ixdem ačanyar gar ixeddamen-is
A078_Č09_5.wav,Ixdem čaqlala ɣef wulac
A079_Č09_1.wav,č
A079_Č09_2.wav,Ačanyar
A079_Č09_3.wav,Čaqlala
A079_Č09_4.wav,Ixdem ačanyar gar ixeddamen-is
A079_Č09_5.wav,Ixdem čaqlala ɣef wulac
A079_Č11_1.wav,č
A079_Č11_2.wav,Afačaw
A079_Č11_3.wav,Asenčew
A079_Č11_4.wav,"Aqcic-a d afačaw, yettḥiwil lehdur"
A079_Č11_5.wav,Tfuk asenčew iyuzaṭ
A080_Č11_1.wav,č
A080_Č11_2.wav,Afačaw
A080_Č11_3.wav,Asenčew
A080_Č11_4.wav,"Aqcic-a d afačaw, yettḥiwil lehdur"
A080_Č11_5.wav,Tfuk asenčew iyuzaṭ
A080_Č12_1.wav,č
A080_Č12_2.wav,Asčewčew
A080_Č12_3.wav,Ačuran
A080_Č12_4.wav,Barka-k asčewčew abḥal d afrux
A080_Č12_5.wav,D ačuran mmi-s amuqqran
A081_Č11_1.wav,č
A081_Č11_2.wav,Afačaw
A081_Č11_3.wav,Asenčew
A081_Č11_4.wav,"Aqcic-a d afačaw, yettḥiwil lehdur"
A081_Č11_5.wav,Tfuk asenčew iyuzaṭ
A081_Č12_1.wav,č
A081_Č12_2.wav,Asčewčew
A081_Č12_3.wav,Ačuran
A081_Č12_4.wav,Barka-k asčewčew abḥal d afrux
A081_Č12_5.wav,D ačuran mmi-s amuqqran
A082_Č11_1.wav,č
A082_Č11_2.wav,Afačaw
A082_Č11_3.wav,Asenčew
A082_Č11_4.wav,"Aqcic-a d afačaw, yettḥiwil lehdur"
A082_Č11_5.wav,Tfuk asenčew iyuzaṭ
A082_Č12_1.wav,č
A082_Č12_2.wav,Asčewčew
A082_Č12_3.wav,Ačuran
A082_Č12_4.wav,Barka-k asčewčew abḥal d afrux
A082_Č12_5.wav,D ačuran mmi-s amuqqran
A083_Č13_1.wav,č
A083_Č13_2.wav,Ameččim
A083_Č13_3.wav,Tačeԑnint
A083_Č13_4.wav,Yekka-t umeččim deg taddart
A083_Č13_5.wav,Awar as-d-tekcem tčeԑnint-is
A083_Č14_1.wav,č
A083_Č14_2.wav,Taččart
A083_Č14_3.wav,Tuččḥa
A083_Č14_4.wav,Yekfa taččart waman
A083_Č14_5.wav,D tučḥa i teččaḥ ɣer uxxam n baba-s
A084_Č13_1.wav,č
A084_Č13_2.wav,Ameččim
A084_Č13_3.wav,Tačeԑnint
A084_Č13_4.wav,Yekka-t umeččim deg taddart
A084_Č13_5.wav,Awar as-d-tekcem tčeԑnint-is
A084_Č14_1.wav,č
A084_Č14_2.wav,Taččart
A084_Č14_3.wav,Tuččḥa
A084_Č14_4.wav,Yekfa taččart waman
A084_Č14_5.wav,D tučḥa i teččaḥ ɣer uxxam n baba-s
A085_Č13_1.wav,č
A085_Č13_2.wav,Ameččim
A085_Č13_3.wav,Tačeԑnint
A085_Č13_4.wav,Yekka-t umeččim deg taddart
A085_Č13_5.wav,Awar as-d-tekcem tčeԑnint-is
A085_Č14_1.wav,č
A085_Č14_2.wav,Taččart
A085_Č14_3.wav,Tuččḥa
A085_Č14_4.wav,Yekfa taččart waman
A085_Č14_5.wav,D tučḥa i teččaḥ ɣer uxxam n baba-s
A086_Č13_1.wav,č
A086_Č13_2.wav,Ameččim
A086_Č13_3.wav,Tačeԑnint
A086_Č13_4.wav,Yekka-t umeččim deg taddart
A086_Č13_5.wav,Awar as-d-tekcem tčeԑnint-is
A087_Q13_1.wav,q
A087_Q13_2.wav,Tiqit
A087_Q13_3.wav,Ssuq
A087_Q13_4.wav,Ala tiqit waman i d-yegran
A087_Q13_5.wav,Yettruḥu ɣer ssuq sbaḥ zik
A087_Q14_1.wav,q
A087_Q14_2.wav,Lḥaq
A087_Q14_3.wav,Lebraq
A087_Q14_4.wav,Ur d-yenni kra ala lḥaq
A087_Q14_5.wav,Deffir lebraq yettas-d rraԑd
A087_Q15_1.wav,q
A087_Q15_2.wav,Aԑquq
A087_Q15_3.wav,Leḥbaq
A087_Q15_4.wav,Tekkes aԑquq n tebṣeltt
A087_Q15_5.wav,Tessexlaṭ leḥbaq i lmakla-s
A088_Q01_1.wav,q
A088_Q01_2.wav,Qader
A088_Q01_3.wav,Qeԑԑed
A088_Q01_4.wav,Yettqadar akk medden
A088_Q01_5.wav,Qeԑԑed iman-ik
A088_Q02_1.wav,q
A088_Q02_2.wav,Qfez
A088_Q02_3.wav,Qqim
A088_Q02_4.wav,Yeqfez uqcic deg lkulij
A088_Q02_5.wav,Ur yezmir ad yeqqim deg yiwen umkan
A088_Q03_1.wav,q
A088_Q03_2.wav,Qmec
A088_Q03_3.wav,Seqbec
A088_Q03_4.wav,Yeqmec allen-is
A088_Q03_5.wav,Tseqbec-d kra lxeḍra
A095_Q07_1.wav,q
A095_Q07_2.wav,tleq
A095_Q07_3.wav,ḥreq
A095_Q07_4.wav,Tetleq deg texxamt-is tettferriğ
A095_Q07_5.wav,Yeḥreq yilemzi ɣer fransa
A095_Q08_1.wav,q
A095_Q08_2.wav,ɣreq
A095_Q08_3.wav,Qbala
A095_Q08_4.wav,Yeɣreq deg wassif
A095_Q08_5.wav,Iruḥ qbala s axxam
A095_Q09_1.wav,q
A095_Q09_2.wav,Qrib
A095_Q09_3.wav,Qsada
A095_Q09_4.wav,Qrib ad ilḥeq s axxam
A095_Q09_5.wav,Iruh qsada s aɣerbaz
A097_Q10_1.wav,q
A097_Q10_2.wav,Aqeṣṣer
A097_Q10_3.wav,Aqeffaf
A097_Q10_4.wav,Yettḥibi aqeṣṣeṛ d yimdukkal-is
A097_Q10_5.wav,Wwin-t d aqeffaf deg tmeɣra
A097_Q11_1.wav,q
A097_Q11_2.wav,Lqis
A097_Q11_3.wav,Tuqqna
A097_Q11_4.wav,Yeṭṭef lqis n tsebbat-is
A097_Q11_5.wav,Tuqqna i t-yeqqen mliḥ
A097_Q12_1.wav,q
A097_Q12_2.wav,Talaquft
A097_Q12_3.wav,Telqa
A097_Q12_4.wav,Yettara talaquft i gma-s amuqqran
A097_Q12_5.wav,Yuɣed telqa n lxiṭ
A100_Q13_1.wav,q
A100_Q13_2.wav,Tiqit
A100_Q13_3.wav,Ssuq
A100_Q13_4.wav,Ala tiqit waman i d-yegran
A100_Q13_5.wav,Yettruḥu ɣer ssuq sbaḥ zik
A100_Q14_1.wav,q
A100_Q14_2.wav,Lḥaq
A100_Q14_3.wav,Lebraq
A100_Q14_4.wav,Ur d-yenni kra ala lḥaq
A100_Q14_5.wav,Deffir lebraq yettas-d rraԑd
A100_Q15_1.wav,q
A100_Q15_2.wav,Aԑquq
A100_Q15_3.wav,Leḥbaq
A100_Q15_4.wav,Tekkes aԑquq n tebṣeltt
A100_Q15_5.wav,Tessexlaṭ leḥbaq i lmakla-s
A101_Q13_1.wav,q
A101_Q13_2.wav,Tiqit
A101_Q13_3.wav,Ssuq
A101_Q13_4.wav,Ala tiqit waman i d-yegran
A101_Q13_5.wav,Yettruḥu ɣer ssuq sbaḥ zik
A101_Q14_1.wav,q
A101_Q14_2.wav,Lḥaq
A101_Q14_3.wav,Lebraq
A101_Q14_4.wav,Ur d-yenni kra ala lḥaq
A101_Q14_5.wav,Deffir lebraq yettas-d rraԑd
A101_Q15_1.wav,q
A101_Q15_2.wav,Aԑquq
A101_Q15_3.wav,Leḥbaq
A101_Q15_4.wav,Tekkes aԑquq n tebṣeltt
A101_Q15_5.wav,Tessexlaṭ leḥbaq i lmakla-s
A102_Q13_1.wav,q
A102_Q13_2.wav,Tiqit
A102_Q13_3.wav,Ssuq
A102_Q13_4.wav,Ala tiqit waman i d-yegran
A102_Q13_5.wav,Yettruḥu ɣer ssuq sbaḥ zik
A102_Q14_1.wav,q
A102_Q14_2.wav,Lḥaq
A102_Q14_3.wav,Lebraq
A102_Q14_4.wav,Ur d-yenni kra ala lḥaq
A102_Q14_5.wav,Deffir lebraq yettas-d rraԑd
A102_Q15_1.wav,q
A102_Q15_2.wav,Aԑquq
A102_Q15_3.wav,Leḥbaq
A102_Q15_4.wav,Tekkes aԑquq n tebṣeltt
A102_Q15_5.wav,Tessexlaṭ leḥbaq i lmakla-s
A103_M01_1.wav,m
A103_M01_2.wav,Mager
A103_M01_3.wav,Mceṭ
A103_M01_4.wav,Imuger-d leḥbab-is deg ubrid
A103_M01_5.wav,Temceṭ acekkuḥ-is s tsellakt
A103_M02_1.wav,m
A103_M02_2.wav,Menni
A103_M02_3.wav,Mmekti
A103_M02_4.wav,Yettmenni ad tekfu cedda fell-as
A103_M02_5.wav,Yemmekta-d lehdur yemma-s
A103_M03_1.wav,m
A103_M03_2.wav,Msel
A103_M03_3.wav,Amen
A103_M03_4.wav,Temsel-s aɣrum aquran
A103_M03_5.wav,"D niya, Tettamen win yellan"
A104_M01_1.wav,m
A104_M01_2.wav,Mager
A104_M01_3.wav,Mceṭ
A104_M01_4.wav,Imuger-d leḥbab-is deg ubrid
A104_M01_5.wav,Temceṭ acekkuḥ-is s tsellakt
A104_M02_1.wav,m
A104_M02_2.wav,Menni
A104_M02_3.wav,Mmekti
A104_M02_4.wav,Yettmenni ad tekfu cedda fell-as
A104_M02_5.wav,Yemmekta-d lehdur yemma-s
A104_M03_1.wav,m
A104_M03_2.wav,Msel
A104_M03_3.wav,Amen
A104_M03_4.wav,Temsel-s aɣrum aquran
A104_M03_5.wav,"D niya, Tettamen win yellan"
A105_M03_1.wav,m
A105_M03_2.wav,Msel
A105_M03_3.wav,Amen
A105_M03_4.wav,Temsel-s aɣrum aquran
A105_M03_5.wav,"D niya, Tettamen win yellan"
A107_M04_1.wav,m
A107_M04_2.wav,ԑemmer
A107_M04_3.wav,ԑemmed
A107_M04_4.wav,Tεemmeṛ leğwaz ɣer taṛbuyt
A107_M04_5.wav,Ur as-tεemmed ara imi tewwet-it
A107_M05_1.wav,m
A107_M05_2.wav,xemmer
A107_M05_3.wav,summet
A107_M05_4.wav,txemmeṛ lqec n wayetma-s
A107_M05_5.wav,tsummet tasumta n rric
A107_M06_1.wav,m
‪A107_M06_2.wav,Rḍem
A107_M06_3.wav,Qwem
A107_M06_4.wav,terḍem sseksu n nnaεma
A107_M06_5.wav,yeqwem wayen texdem
A108_M04_1.wav,m
A108_M04_2.wav,ԑemmer
A108_M04_3.wav,ԑemmed
A108_M04_4.wav,Tεemmeṛ leğwaz ɣer taṛbuyt
A108_M04_5.wav,Ur as-tεemmed ara imi tewwet-it
A108_M05_1.wav,m
A108_M05_2.wav,xemmer
A108_M05_3.wav,summet
A108_M05_4.wav,txemmeṛ lqec n wayetma-s
A108_M05_5.wav,tsummet tasumta n rric
A108_M06_1.wav,m
A108_M06_2.wav,Rḍem
A108_M06_3.wav,Qwem
A108_M06_4.wav,terḍem sseksu n nnaεma
A108_M06_5.wav,yeqwem wayen texdem
A109_M07_1.wav,m
A109_M07_2.wav,Rkem
A109_M07_3.wav,Susem
A109_M07_4.wav,teğğa aman almi rekkmen
A109_M07_5.wav,tettsusum ɣef lḥeq-is
A109_M08_1.wav,m
A109_M08_2.wav,xdem
A109_M08_3.wav,Mettԑammed
A109_M08_4.wav,texdem i wayen tezmer
A109_M08_5.wav,Yewwet-it mettԑemmed
A109_M09_1.wav,m
A109_M09_2.wav,Medden
A109_M09_3.wav,Mebla
A109_M09_4.wav,Ulac aṭas medden dina
A109_M09_5.wav,Iruḥ melba iṣurdiyen
A110_M07_1.wav,m
A110_M07_2.wav,Rkem
A110_M07_3.wav,Susem
A110_M07_4.wav,teğğa aman almi rekkmen
A110_M07_5.wav,tettsusum ɣef lḥeq-is
A110_M08_1.wav,m
A110_M08_2.wav,xdem
A110_M08_3.wav,Mettԑammed
A110_M08_4.wav,texdem i wayen tezmer
A110_M08_5.wav,Yewwet-it mettԑemmed
A110_M09_1.wav,m
A110_M09_2.wav,Medden
A110_M09_3.wav,Mebla
A110_M09_4.wav,Ulac aṭas medden dina
A110_M09_5.wav,Iruḥ melba iṣurdiyen
A111_M07_1.wav,m
A111_M07_2.wav,Rkem
A111_M07_3.wav,Susem
A111_M07_4.wav,teğğa aman almi rekkmen
A111_M07_5.wav,tettsusum ɣef lḥeq-is
A111_M08_1.wav,m
A111_M08_2.wav,xdem
A111_M08_3.wav,Mettԑammed
A111_M08_4.wav,texdem i wayen tezmer
A111_M08_5.wav,Yewwet-it mettԑemmed
A111_M09_1.wav,m
A111_M09_2.wav,Medden
A111_M09_3.wav,Mebla
A111_M09_4.wav,Ulac aṭas medden dina
A111_M09_5.wav,Iruḥ melba iṣurdiyen
A112_M10_1.wav,m
A112_M10_2.wav,Mucaԑ
A112_M10_3.wav,Mxalfa
A112_M10_4.wav,Mucaԑ yisem-is deg tallit-nni
A112_M10_5.wav,Tirga mxalfa
A112_M11_1.wav,m
A112_M11_2.wav,Lmaḥel
A112_M11_3.wav,Aqermuḍ
A112_M11_4.wav,Yewweṭ-d lmaḥel ad nruḥ
A112_M11_5.wav,Sqef uxxam-is s uqermuḍ
A112_M12_1.wav,m
A112_M12_2.wav,Taɣemmurt
A112_M12_3.wav,Tazmert
A112_M12_4.wav,Yewwet afus-is a tɣemmurt n tewwurt
A112_M12_5.wav,Tekfa tezmert n yemma
A113_M10_1.wav,m
A113_M10_2.wav,Mucaԑ
A113_M10_3.wav,Mxalfa
A113_M10_4.wav,Mucaԑ yisem-is deg tallit-nni
A113_M10_5.wav,Tirga mxalfa
A113_M11_1.wav,m
A113_M11_2.wav,Lmaḥel
A113_M11_3.wav,Aqermuḍ
