ID,File,Transcription,incident_type,injury_severity,victims_count,fire_present,trapped_persons,weapons_involved,hazmat_involved,intent,urgency_human,daira,commune,lieu,location_description,summary,notes_cot,is_synthetic
CALL_0209_Appe,Appelle 34.wav,"Allo... tneqlav yiwth tomobil dayi ouadass  daxel l'qantara n'nih-athan nefghed ghores ii? Sh7al i gellan l'blessés nni  dinna? - dand 7 yidsn g tomobil agini l'Echané, mais l'chauffeur nni t'walat tochi  3almezough chwiya, snat t'qchichine t'ouchit n'chwiya, m'tamtocht nni tagma teker g'lqa3. - T'sema delwaled, t'sema theker g'lqa3?  - Aya t'tomobil ag'brid, k'ntomobil t'sawter n'arara? - Daxel l'qantara. - Amek? - T3alla daxel l'qantara. - T3alla? Khalliss u brid imala. - Ah. - D'accord, d'accord, aqlagh-as n'teddu-d s'ba3ed kan chwiya, aqlagh n'teddu-d, d'accord, s'a7it.",accident_vehicular,severe,7.0,no,yes,no,no,report_incident,high,Béjaïa,Béjaïa,ouadass,daxel l'qantara (à l'intérieur du pont) à ouadass,"Accident d'un véhicule (type Echané/fourgon) renversé à l'intérieur d'un pont à ouadass, impliquant 7 blessés dont une femme au sol et un chauffeur bloqué.","L'appelant signale 'teqleb-as t'tomobil' (véhicule renversé) ce qui définit 'accident_vehicular'. Le lieu est précisé comme 'daxel l'qantara' (dans le pont) à 'ouadas'. Il mentionne '7 blessés' et décrit un chauffeur 't'chod' (bloqué/coincé) et une femme 't'kfel g'lqa3' (allongée au sol), justifiant la gravité 'severe' et la présence de personnes bloquées 'trapped_persons=yes'.",False
CALL_0208_Appe,Appelle 7.wav,"Allo, as-salamou 3alaykom. - Salam. - S'il vous plaît l'cité Djamaa tche3l thmessth g khyoud n l'tricity, l'extérieur. - Cité Djamaa ? - .. à l'extérieur... au 3ème cartier. - D'accord, sahit. - Sa7a.",other,unknown,,yes,no,no,no,report_incident,high,Béjaïa,Béjaïa,"Cité Djamaa, Imsel",à l'extérieur au 3ème cartier,Signalement d'un départ de feu sur des câbles électriques extérieurs au 3ème cartier d'un bâtiment à la Cité Djamaa (Imsel).,"L'appelant utilise 'tche3l thmesth' (le feu brûle/a pris) et précise 'lekhyout n l'tricity' (câbles électriques), ce qui indique un incendie d'origine électrique sur une structure (fire_building). Localisation précise : cite djamaa (Béjaïa), au 3ème cartier.",False
CALL_0212_Appe,Appelle 95.wav,"Allo. S'alam alikoum. Alikoum s'alam. Les pompiers ? An3am agma oui. Ayah... sra l'accident dina l'décharge d'El Kseur. L'décharge i d-ikemlen El Kseur, wanti l'décharge ? L'décharge d'El Kseur, l'autoroute El Kseur. Ah-ha. Tomobil t-qleb fell-as la moto. Ah d'accord, llan l'blessés ? Ah grave wallah, rahoum l'post. D'accord, saha saha.",accident_vehicular,severe,2.0,no,unknown,no,no,report_incident,high,El Kseur,El Kseur,L'décharge d'El Kseur,"l'décharge d'El Kseur, l'autoroute El Kseur",Accident de la route impliquant une voiture et une moto près de la décharge d'El Kseur sur l'autoroute avec des blessés graves.,L'appelant signale 'l'accident' impliquant une 'tomobil' (voiture) qui s'est renversée ('t-qleb') sur une 'moto'. La mention 'grave wallah' indique une sévérité élevée. Le lieu est identifié comme la décharge d'El Kseur sur l'autoroute.,False
CALL_0209_Appe,Appelle 27.wav,"Allo? Allo l7imaya an3am. les pompiers?. Eh... Bon, aqla-gh gvrid n l'b7ar, che3ldayi g l'tomobil. S'il vous plaît, g Bordj Attkemlem, avant Zoubia chweya. - Avant Zoubia? - Eh. -ugendlu3an ara deja? adyen nefghed. - Aye d'accord. Sahit, sahit.",fire_vehicle,unknown,,yes,unknown,unknown,unknown,report_incident,high,Béjaïa,Béjaïa,Bordj ,"avrid lebher, g bordj avant zoubeya","Un véhicule a pris feu soudainement au niveau du virage de la mer à Bordj (Béjaïa), à proximité de Zoubia.","L'appelant signale 'che3let l'tomobil' (la voiture a pris feu), ce qui définit fire_vehicle. Le lieu est situé par les repères 'virement n l'b7ar' (virage de la mer), 'Bordj Akmimoum' et 'Zoubia', des localités côtières de Béjaïa.",False
CALL_0209_Appe,Appelle 19.wav,"Allo. - Assalamou3likoum. - Wa3likoumsalam. -nes3a yiwn ljar dayi idemander protection civil? - iwach lkhir achu yuhwaj?is3a yiwn en decape is3a une crise cardiaque - Anida? - Ighzer ozarif, Près de l'APC. - Ma3lich, Ighzer ozarif aydefkegh numero oued ghir... dway-ik... mark-it ghorek. - Ah. - 030 16 92 92. - 030... 16 92 92. - 92 92. - 92 92. - BarakAllahou fik. - Sahait.",medical_emergency,severe,1.0,no,no,no,no,request_help,high,Béjaïa,Oued Ghir,Ighzer ozarif,"ighzer ozarif ,Près de l'APC",Un homme appelle pour une urgence médicale concernant une personne handicapée victime d'une crise cardiaque à Ighzer ozarif (Oued ghir). L'opérateur lui communique le numéro direct de l'unité locale.,L'appelant signale une 'crise cardiaque' ce qui définit le 'medical_emergency'. La victime est décrite comme 'l'handicapé'. Le lieu est 'Ighzer ozarif' avec pour repère 'Près de l'APC'. L'urgence est qualifiée de 'high' car une crise cardiaque nécessite une intervention immédiate.,False
CALL_0212_Appe,Appelle 81.wav,"Allo? Allo, oui. Allo, oui? Salam alaikom. Kayen wa7ed l'accident hna f Polyvalent. Polyvalent, win exact Polyvalent? Chefti l'lycée, djust chwiya. Ehh, dechra-nni exact? An3am? Dechra-nni exact? Wesh ray tsemma, moutou m3a tomobil, t7ebbet f kilométrage. Ah, d'accord. Ok. Sahha. Sahhiti. Sahha.",accident_vehicular,unknown,,no,unknown,no,no,report_incident,high,Béjaïa,Béjaïa,Polyvalent,"f Polyvalent, chefti l'lycée djust chwiya, t7ebbet f kilométrage",Signalement d'un accident de la circulation entre une moto et une voiture à proximité du lycée Polyvalent de Béjaïa.,L'appelante signale explicitement 'wa7ed l'accident'. Le lieu 'Polyvalent' est un quartier connu de Béjaïa. Elle précise les véhicules impliqués : 'moutou' (moto) et 'tomobil' (voiture). L'expression 't7ebbet' (s'est écrasée/renversée) confirme l'impact.,False
CALL_0209_Appe,Appelle 25.wav,"Accident montant hna, li lancenah meqbila  ya3wdou ijiw bark. Bon, chouf l'pont Aboudaw, ak-fhem? Ma nehkich s... ma nefhemch qbayliya. Fouq l'pont ta3 Aboudaw. Le pont kima jami3a. Eh, okay rani jayin, sahit. Sahha.",accident_vehicular,unknown,,unknown,unknown,no,unknown,report_incident,medium,Béjaïa,Béjaïa,Aboudaw,"Fouq l'pont ta3 Aboudaw, kima jami3a",Signalement d'un accident de la circulation sur le pont d'Aboudaw à proximité de l'université de Béjaïa.,"L'appelant signale un 'accident montant'. Localisation confirmée par l'opérateur comme étant 'fouq l'pont' (sur le pont) d'Aboudaw près de 'jami3a' (l'université). L'appelant précise qu'il ne comprend pas le kabyle ('ma nefhemch qbayliya'), l'échange se poursuit donc en arabe/français.",False
CALL_0211_Appe,Appelle 62.wav,"Woui sedouk? Anji s-ra7 l'ambulance nwan? - L'école primaire s 7dud Mouloud. - Wesh i-khdem-an? Malade? - Uh, iblissi, ighli-d s'vizi. - Iblissi? Ah. Uh, ism-is? - Bekkouche. - Bekkouche. B-E... ruh, Bekkouche. - B-I... Bekkouche. - Ruh, imba? - Ahmed. - Ahmad. Ash7al l'âmer-is? 10 ans? - Mashi ti-wuran. Enflement l'œil droit. - Enflement? Ah. Thas3at l7qen? - 14:42. - Thas3at fukkem? 07... 15:12. Saha. Sa7it.",medical_emergency,minor,1.0,no,no,no,no,report_incident,medium,Seddouk,Seddouk,L'école primaire s 7dud Mouloud,L'école primaire s 7dud Mouloud,Un enfant de 10 ans nommé Ahmed Bekkouche s'est blessé à l'œil droit après une chute (ighli-d) à proximité d'une école primaire.,L'appelant signale un blessé ('iblissi') ayant fait une chute ('ighli-d'). Les détails médicaux fournis incluent un 'enflement l'œil droit'. La victime est identifiée comme un enfant de 10 ans.,False
CALL_0208_Appe,Appelle 13.wav,"Slam, azul fel-awen. C'est docteur Hakimi. 3eddiɣ tura s cité Monja, zriɣ un patient, un patient il est dans un état grave chwiya. cest un vieux, il désature, i7waj l'oxygène, la respiration il respire difficilement. Il est inconscient. Tura zriɣ les parents-ines parce que lu3and tura, l'apres la3aghd nekki.  agui d-is3eddigh les parents-ines. It-7waj un transport vers l'hôpital en urgence.ikechi acu it-xeddem ? D-at-tabib ? nk 3edaghd sina lu3aniyid  naniyid ma zemred attezred la situation... Roh azreɣ, roh azreɣ tufa-d l'état-ines, l'état-ines d-dégradé. Ah d'accord. Ihi l'parent-is agui d-is3eddayen... Allo ? An-3am azul fell-ak. Azul. laree ni Terminus Monja, deffir l'bâtiment-nni kayeen ay dafedd dinna. A-g terminus Monja ? Terminus Monja, llan l'park-nni dinna d-yiwen l'bâtiment-aki dinna. Terminus Monja. El mouhim, thu l'bâtiment-agi, el mouhim attan tjr g-terminus. Terminus. Eih. C'est quel nom ? Afia. Afia. Afia, eih. Ig-id-k bon, numérok machi wayi ? Xati, machi wayagi... ma d-le numéro ? Eih wacha ? 05 58 06 15 39. Ok d'accord, akid-naf dinna g-terminus. Ay-d-at-naf dinna. Ok d'accord, sa7it, ya3tik sa7a. Saha.",medical_emergency,severe,1.0,no,no,no,no,request_help,high,Béjaïa,Béjaïa,Cité Monja,"Terminus Monja, deffir l'bâtiment-nni, llan l'park-nni dinna",Un médecin (Docteur Hakimi) signale un patient âgé dans un état grave présentant une détresse respiratoire et une perte de connaissance à la Cité Monja. Il demande une évacuation d'urgence vers l'hôpital.,"L'appelant s'identifie comme médecin et utilise des termes cliniques ('désature', 'état grave', 'inconscient') indiquant une urgence médicale ('medical_emergency'). Le lieu est localisé à 'Cité Monja' et précisé au 'Terminus' près du 'Bâtiment Afia'.",False
CALL_0209_Appe,Appelle 24.wav,"Alo? Msalkhir, msalkhir. - asslama. - thella yiwth tmetoth tt3ich imanis, la famille Wannoughène. athan thehlek thenayid la3iyasn les pompier s3ighara numéro-n-sen. - Wash-n la commune? - Han? - Wash-n la commune? - Commune Amizour. - Marquér-d le numéro n-les pompiers n'Wada Amizour. 034... 034 08... 034-kani? - Khati, 034 08 77 14. - Très bien. - D'accord.",medical_emergency,unknown,1.0,no,unknown,no,no,report_incident,high,Amizour,Amizour,Oued Amizour,"deg-lbarj n-Diche sawne-d ifirmane, la famille Wannoughène","Une femme résidant seule dans la commune d’Amizour a été victime d’un malaise à son domicile. Son état de santé nécessite une prise en charge médicale urgente. Ne disposant d’aucune assistance sur place, une intervention des services de la Protection Civile est demandée afin d’assurer les premiers secours et son éventuelle évacuation vers une structure hospitalière.
","L'appelant mentionne 'tmetoth thezdegh imanis thehlek' (une femme qui habite seule elle est malade), ce qui définit l'incident 'urgence medical'. La localisation est précisée comme 'Commune Amizour' .",False
CALL_0208_Appe,Appelle 3.wav,"Allo! L'Himaya oui?- Allo! L'Himaoui, oui? - Salam Alaikoum l'Himayai, d-aqla-gh dagi... gher la DGS, gher l'festival ni... - Eh? - L'festival ni, bon y-a une femme dagi enceinte de 3 mois, tes3a un malaise. - wahi la DGS? - Dakhel, s-dakhel ni, aqla-gh dina s-dakhel... un malaise d'une femme enceinte de 3 mois, d'accord? - D'accord, sa7a, aqla-gh nettraju s-dakhel.",medical_emergency,minor,1.0,no,no,no,no,report_incident,high,Inconnu,Inconnu,la DGS / Festival,"dakhel l'festival ni, gher la DGS, s-dakhel","Une femme enceinte de trois mois a fait un malaise à l'intérieur du site du festival, à proximité de la DGS.",L'appelant utilise 'malaise' et 'femme enceinte de 3 mois' pour signaler une urgence médicale (medical_emergency). Il localise l'incident à 'la DGS' (Direction Générale de la Sûreté) à l'intérieur du 'festival' (s-dakhel). 'L'Himaoui' est le terme utilisé pour désigner l'agent de la Protection Civile.,False
CALL_0209_Appe,Appelle 17.wav,"Allo? Allo... Salam alaikoum les pompiers?. Les pompiers, ouais. Bon, athan thella dayi láccident g charchor. Chorchour?, ah. Ah d-yid t-déraper umba3d tach3el deg-s l'vafini, ça va pas l'intérieure. Amek? nighayd yiwth tomobile ig derapen oum3ad ness3a yiwth teqchichth cv pas dina thdukh,blesse kn? aa thdukh kn  Ah... wahi ljame3 ni illan g charchor gedged. Sber ad-as-n-inigh k-Tichy Bgayet, n-Bgayet a-Tichy. Khati n-Bgayet a-Tichy. D'accord, d'accord, saha, saha. Saha.",accident_vehicular,unknown,1.0,no,unknown,no,no,report_incident,high,Tichy,Tichy,Chorchour,wahi ljame3 ni illan g charchor gedged (près de la mosquée où se termine Chorchour),"Un véhicule a dérapé à Chorchour. L'appelant signale que l'auto tremble et que la situation à l'intérieur est inquiétante et la civtime cst une fait dans letat inconsiante, demandant l'intervention des pompiers de Tichy.","L'appelant utilise 't-déraper' (accident de la route) , confirmant 'accident_vehicular' a. Le lieu 'Chorchour' est situé entre Tichy et Aokas,'thaqchichth thdukh'('fille inconsiante'). L'appelant précise que l'unité de Tichy est préférable à celle de Bejaia.",False
CALL_0209_Appe,Appelle 38.wav,"Allo l'7imaya? - Oui dachu,? - S'il vous plaît monsieur, d'urgence, nes3a yiwth  teqchichth thella normal dqiqa kn 3ewen ifassniss ditarniss , thella theqim uthezmirara meme pas ttved. - Convulsé? Ani-da l'adresse, ani-da? - Sarwal tharga ouermour, l'jiha wajji n l'7anut n Elyah... - Sarwal l'jiha, wa7id l'7anut n Elyah? - L'7anut n Elyah, a-sternud chwiya,.. l'premier impasse ne la deuxième impasse? - Premier impasse... wa7id l'Chabbou-nni,  dhinna i wesawen? - Xati xati, stallit asawen g'el 7anut-nni, a-ternud ad-teddud chwiya, a-tafed l'vulcanisateur-nni. - Al-migar am-ila l'électricité auto? - El-migar am-ila l'étage n l'Esmam-nni? - El-Esmam? Wa7id l'ighzer-nni ani-da llan imedil? - Wa7id l'ighzer-nni a-tafed deux chemins, a-tafed l'piste, en tout cas d-la piste, a-tafed axxam-nni m-uqbel blanc, d-a3layan blanc. - Wish u la famille? Wash u la famille? - Smaili, Smaili. - Smaili... Ila hed di3as dhinna? Ur teqlaq ara, il 7adi di3as dhinna?. - Tura a-tafed taqcict berr'a. - C'est bon, attaya l'ambulance, okay. - D'accord, sa7it.",medical_emergency,severe,1.0,no,no,no,no,request_help,high,Béjaïa,Oued Ghir,Saroual,"Près du magasin d'Elyah, première impasse, au-dessus d'un vulcanisateur et d'un atelier d'électricité auto, près d'un ravin (ighzer), maison blanche en hauteur, une fille attendra dehors.",Urgence médicale impliquant une personne ayant perdu connaissance ou faisant des convulsions à Saroual (Oued Ghir). L'appelant fournit des repères visuels précis pour guider l'ambulance vers une maison blanche.,"L'appelant utilise 't-ikkes-as la mémoire' (perte de connaissance) et l'agent confirme 'convulsé', ce qui oriente vers medical_emergency. Le lieu est identifié comme Saroual (commune de Oued Ghir). L'urgence est haute car la victime ne peut être déplacée ('ur zmiregh ara').",False
CALL_0208_Appe,Appelle 8.wav,"S-salam alaykoum. himaya oui?. la protection civil thella une accident, yiwen thewthith tomobil athan dayi gel-qa3a. Athan ttedund? Athan ttedund i waghir? Eh, Athan ttedund g waghir, il est inconscientt. Athan ttedund ... tura t-le7qed l'ambulance. Aya d'accord, saha merci.",accident_vehicular,severe,1.0,no,unknown,no,no,report_incident,high,Béjaïa,Oued Ghir,oued ghir,Oued ghir,Signalement d'un accident de la circulation à Akendound (Oued Ghir) avec une victime inconsciente. L'opérateur confirme l'envoi d'une ambulance.,L'appelant utilise 'yiwen l'accident' pour signaler l'incident. La gravité est déterminée par le terme 'il est inconscient'. La localisation est précisée par 'athan ttedund ar oued ghir' ('l'qa3a' (le plat/le bas).,False
CALL_0212_Appe,Appelle 78.wav,"Caller: Salam alaykum. Receiver: Wa alaykum s-salem. Caller: Khoya 3andi l'walida rahi mridha, f Dra3 l-Gaid, Bel7an. Receiver: Dra3 l-Gaid? Caller: Eeh. Receiver: Dra3 l-Gaid... secteur... l-khalta... marki: 034 18 51 21. Caller: 034 18 51 21? Sahit, barak Allahu fik. Receiver: Allah ibarek fik, saha.",medical_emergency,unknown,1.0,no,no,no,no,request_help,high,Kherrata,Kherrata,Belhan,"f Dra3 l-Gaid, Bel7an",L'appelant demande de l'aide pour sa mère malade située à Belhan (Draâ El Gaïd). L'opérateur lui fournit le numéro de téléphone direct du secteur concerné.,L'appelant utilise 'l'walida' (la mère) et 'mridha' (malade) → medical_emergency. Le lieu est explicitement cité 'Dra3 l-Gaid' et 'Bel7an'. L'opérateur redirige l'appelant en lui donnant un numéro local (034...).,False
CALL_0208_Appe,Appelle 6.wav,"Allo salam - L'pompiers Souk n Letnin? - Khati,ne vgayeth. - nevgayeth? Ah nes3a yiwth g Souk n Letni, attan g-l'qa3a? - Ak-d-fka l'nimiru n Souk n Letni xir. Rwah marki: 034 09 36 13. 13 à la fin. - D'accord, saha.",unknown,unknown,1.0,unknown,unknown,unknown,unknown,request_help,unknown,Souk El Tenine,Souk El Tenine,Inconnu,Inconnu,Un appelant cherche à joindre la caserne de Souk El Tenine. L'opérateur lui fournit le numéro de téléphone direct de l'unité locale.,L'appelant demande 'l'pompiers Souk n Letni' (Souk El Tenine). L'agent se présente comme étant à 'Guayes' et décide de donner le numéro direct ('l'nimiru') pour une meilleure prise en charge ('xir'). L'incident n'est pas encore détaillé.,False
CALL_0212_Appe,Appelle 64.wav,"Allo sba7 l'khir. Allo sba7 l'khir. Li pompier? Li pompier n'Bgayet, oui. Parce que wallah vghigh yth'orientit n'sa3a n'habbet l'village Boumhethl f'Toudja. Eh. Il faut n'transporte, y'ghli l'femmar amk-theghli. Y'ghli, y'ghli g'kham. Bah d'y peut pas bouger . Y'ghli m-ihlik negh y'ghli blessé ? Y'ghli, y'ghli, y'blessé na3am. D'accord. Toudja, akken? Toudja, village Boumhathel. At-tkhedmed numéro n'li pompier l'Kseur... Oued Ghir... Bouhatel d'Oued Ghir, eh? Na3am? At-tkhedmed numéro l'Kseur, eh l'Kseur. At-tkhedmed numéro l'Kseur. Sahit, marki numéro-nsen. 034 82 35 65. 034 82 35 65. Ya3tik saha y'ma. Bon courage, sa7a.",medical_emergency,unknown,1.0,no,no,no,no,request_help,medium,El Kseur,Toudja,Village Bouhatel ,village Bouhatel  f'Toudja,Un homme âgé a fait une chute à son domicile au village Bouhatel  (Toudja) et souffre d'une blessure à la hanche qui l'empêche de bouger. L'appelant est orienté vers la caserne d'El Kseur.,L'appelant signale 'y'ghli l'gekham' (un vieil homme est tombé) 'g'kham' (à la maison). La mention 'peut pas bouger l'tassa n-is' indique une fracture ou blessure grave à la hanche/fémur. Le répartiteur de Béjaïa réoriente l'appel vers l'unité d'El Kseur compétente pour la zone de Toudja/Oued Ghir.,False
CALL_0209_Appe,Appelle 36.wav,"Allo? Allo? Anam, oui. Salam Alaikoum. Salam wa rahmatoullah. Khoya 3endna problem ta3 l'inondation douq foq les compteurs ta3 l'daw. 3endkoum problem? Wa, rah l'ma isil fouq les compteurs ta3 l'daw fil placard. Win exact, win? 7na f'Rmila. Rmila, Sidi Aïch? Sidi Aïch, wa, 3end les quais l'fouq. Bloc G. En face l'école hadik ta3 les gendarmes mlih? La, 7na l'fouq avant l'école, 7na 3end les quais. Les quais? Wa, 3end les quais. Winna l'bloc? Bloc G. 7na 3end les bâtiments nettla3. D'accord.",other,none,,no,no,no,no,report_incident,high,Sidi Aïch,Sidi Aïch,Rmila,"3end les quais l'fouq, Bloc G, avant l'école ta3 les gendarmes, 3end les bâtiments nettla3","Signalement d'une inondation s'écoulant directement sur les compteurs électriques dans un placard, présentant un risque imminent de court-circuit ou d'incendie.","L'appelant signale 'l'inondation' sur 'les compteurs ta3 l'daw' (électricité), ce qui constitue un danger technique grave (catégorie other). Localisation précise à Sidi Aïch, quartier Rmila, Bloc G, près des quais.",False
CALL_0212_Appe,Appelle 89.wav,"Allô les pompiers de Bgayet, msa lkhir. - Allô msa lkhir, sma7li ghi l'appel, bghit nsiwer ixf n war n l'incident agi. Dak-n-ini... ay-at f la ferme 3issu, f la ferme 3issu. - Ah, dakcheman, voilà. - Voilà eh, umba3d ifeccu l'bâtiment bleu, 4ème étage, tzedegh yiwet n l'famille, serser s-yikk-en, yiwet s-l-sanitaire i-7sel, i-7sel daxel, au même temps tawurt n-zga teb-bluqua, ur s-u-f-f-el-dara i-z-i-n-barra. - Porte bloquée, c'est ça ? - Voilà eh. Umba3d fuf-en amek ara t-id f-el-len, dayi bach att-en-f-t-i7, l'wachu ulac, il n'y a personne di khadmi n l'équipe. - Ilaq-as un serrurier. - Un serrurier ? Eh wallah ulas-iyi. - Les pompiers labud ad d-ndel d-nnir ak-agi k-t-a-wurt m-ed-den, tef-hemed-iyi da? - Azar, ah bon? - Eh, ilaq-as un serrurier. Ad s-y-el-di tawurt. - Donc amek t-en-ni-d? n-sh-u-f-u l-7el i-gi? - Ad-t-zered un serrurier, wad-ak i-kh-edmen l'clés, khater teb-luqua tawurt n l'entrée, i-bluqu-et. - L-3-v-e-z-khal? - Eh, l-3-v-e-z. - Uzmiren-ara t-3edlen-is-akhel n-is-barra, c'est ça? - Ilaq-as un serrurier. - Donc as-d-y-as un serrurier, okay, voilà. D'accord, eh. D'accord, sa7it, sa7a.",other,none,1.0,no,yes,no,no,request_help,low,Béjaïa,Béjaïa,Ferme Aïssou,"la ferme 3issu, bâtiment bleu, 4ème étage","Un citoyen signale qu'une personne est bloquée dans les sanitaires d'un appartement situé au 4ème étage d'un bâtiment bleu à la Ferme Aïssou, car la porte d'entrée est également bloquée. L'opérateur conseille de contacter un serrurier.","L'appelant utilise 'i7sel daxel' (coincé à l'intérieur) et 'tawurt teb-bluqua' (porte bloquée). Bien qu'il y ait une personne bloquée, l'opérateur juge que c'est un problème de serrurerie ('ilaq-as un serrurier') et non une intervention d'urgence vitale, d'où le type 'other' et l'urgence 'low'.",False
CALL_0210_Appe,Appelle 56.wav,"Aslemlek a khouya, je suis médecin. Je me suis déplacé chez un malade lu3aniyid-fles, après mesure de FC c'est une insuffisance cardiaque. La malade elle respire mal, c'est-à-dire il faut ttawi-t l'hôpital. L'ambulance doit être oxygénée parce qu'elle désature, elle n'arrive pas à respirer. — Ach-hal la saturation d'oxygène a docteur? — La saturation d'oxygène elle est d'environ 82. — Donc l'adresse exacte? — L'adresse exacte t'addi d-Hermis... awit d-ambulance oxygénée, position demi-assis, préparez le matériel et tout, awit-et directement l'urgences médicales n Khellil Amrane. — Ma3lich, fki-d l'adresse exacte a docteur. — C'est à Toghza, terminus Toghza. — Terminus Toghza? — À droite, zed l'salle des fêtes. — La salle des fêtes? — Promotion n zed l'salle des fêtes n Toghza. Mais we-t-khdem ara terminus nni l-7anut à droite à droite vers Bouhoual. — Vers washu? — Vers Bouhoual. Un 300 mètres. Ma3lich i-t-zemred-d t-rju-d di terminus n Toghza, ak-n-narju dinna. Agui d l'numéro nnik? 0558... ? — D l'numéro inu, ih. — D'accord, l'arrêt de bus n Toghza terminus.",medical_emergency,severe,1.0,no,no,no,no,request_help,high,Amizour,Amizour,Toghza,"Terminus Taghzuit, zed l'salle des fêtes, promotion n zed l'salle des fêtes, l-7anut à droite vers Bouhoual, 300 mètres après l'arrêt de bus.",Un médecin signale une patiente en insuffisance cardiaque sévère avec une saturation à 82% nécessitant une ambulance oxygénée vers l'hôpital Khellil Amrane. Le rendez-vous est fixé au terminus de bus de Toghza.,"L'appelant s'identifie comme médecin et utilise un vocabulaire clinique ('insuffisance cardiaque', 'désature', 'saturation 82%') ce qui confirme medical_emergency. La saturation basse indique un danger immédiat (urgency high). Les lieux cités (Taghzut, Bouhoual) situent l'incident dans la commune d'Amizour.",False
CALL_0212_Appe,Appelle 99.wav,"Allo, salam alaikoum, Himaya Madania? Himaya Madania, na3am. Dayi l'residence Milli, ness3a yiwth tverkant thuhwaj l'ambulance nni... chauffeur nni thin fi congé, ulachithn. D'accord... d'accord, ya3tik essaha. Milli, la résidence Milli, hein. D'accord.",medical_emergency,unknown,1.0,no,no,no,no,request_help,medium,Béjaïa,Béjaïa,"Résidence Milli, Laazib Sidi Berkane",Dayi l'residence Milli,"L'appelant demande l'envoi d'une ambulance à la résidence Milli, expliquant que le chauffeur habituel est en congé.",L'appelant utilise 't'sa7qekh l'ambulance' (j'ai besoin de l'ambulance) ce qui indique une urgence médicale. Il localise précisément l'endroit à 'l'residence Milli' à 'Sidi Berkan'. Le motif est l'absence de transport car 'chauffeur nni thin fi congé' (le chauffeur est en congé).,False
CALL_0210_Appe,Appelle 54.wav,"Allo l'pompiers? - Eh. - Arwa7u l'centre-ville. - Eh. - Sa7et Tifri, Sa7et Tifri, la Place Gueydon. - Sa7et Tifri negh la Place Gueydon? Sfahem-ayi. - La Place Gueydon, addali n Boula Glace. - Eh? - Amek? - Irzug-as chwiya uqchich-ayi, i-fannuya. - Ah d'accord, eh. - Sa7it. - Sa7it.",medical_emergency,severe,1.0,no,no,no,no,request_help,high,Béjaïa,Béjaïa,Place Gueydon,"Centre-ville, addali n Boula Glace (en dessous du glacier Boula Glace)","Demande de secours pour un jeune homme qui s'est évanoui à la Place Gueydon (centre-ville de Béjaïa), près du glacier Boula Glace.",L'appelant mentionne 'l'pompiers' et 'centre-ville'. Le lieu est précisé comme 'Place Gueydon' avec un repère local fort 'Boula Glace' (célèbre glacier). La nature de l'urgence est médicale : 'i-fannuya' (du français évanouir) et 'uqchich' (le garçon/jeune homme).,False
CALL_0209_Appe,Appelle 43.wav,"Allo assalamou alaykoum. - Salamou alaykoum. - La protection civile ? - Ana3am. -adchey3em l'ambulance dagi Sidi Boudrahem. - achu yellan? Tamtoth dagi, Ganda. - Dagi el 578, asenig drapeau ni. - 578? - khati, 578. - Ana3am, khams-miya tmanyia w sab3in. - El Bloc B. En tout cas, am l'atousma drapeau ni a tellim, d-chur d'imara, f-stade ni, d-wustad ni bedel. - D'accord. Achou yellan, el mrid dagi achou yes3a? - A tamthoth, tamthoth atass at-teghli. - Deg-xxam nagh d-berra nagh? - Deg-xxam, deg-xxam. - Ah oui. D'accord. Bâtiment B? - Eh, el B, el 578. Au stade ni, au stade. - Eh, thama, bâtiment B ach-hal... B15 akagi, B15? - Eh B15 ana3am. Aqlagh dagi en tout cas berra, qimagh deg el jari, el hita, parce que el jar-n-negh dagi. - Ah oui. Anwa ik-chem deg l'aide? - D'el-w-xxam-ni, d'el-w-xxam-ni d-ina. Machi ad-nelhaq ad-na-dinim s-el-ouan n-sted-era nagh? - Khatchi, khatchi, ana dagi, ana dagi aql-iyi. - D'accord, sahha.",medical_emergency,severe,1.0,no,no,no,no,request_help,high,Béjaïa,Béjaïa,Sidi Boudrahem,"Cité 578 logements, Bâtiment B15, Bloc B, près du stade, au niveau du drapeau",Un appelant demande une ambulance pour une femme faisant un malaise (sur le point de s'évanouir) à l'intérieur d'un appartement situé au bâtiment B15 de la cité 578 logements à Sidi Boudrahem.,"L'appelant mentionne 'tamtoth' (femme) et 'at-teghli' (va tomber/faire un malaise), ce qui indique une 'medical_emergency'. Le lieu est identifié comme 'Sidi Boudrahem' et '578' (référence à la cité 578 logements de Béjaïa). L'appelant précise le 'Bâtiment B15' et donne des repères visuels comme le 'stade' et le 'drapeau'.",False
