file_name,audio_path,transcription,role,scenario_id,turn_idx,incident_type,location,speaker
Aissa_a8de26ae\accident_pedestrian_s002\Aissa_a8de26ae_accident_pedestrian_s002_t04_caller.webm,audios\Aissa_a8de26ae\accident_pedestrian_s002\Aissa_a8de26ae_accident_pedestrian_s002_t04_caller.webm,"commune d'adekar, centre ville, wa7id l'jame3.",caller,SYN_accident_pedestrian_002__00012,04,accident_pedestrian,"Adekar, centre ville, wa7id l'jame3",Aissa_a8de26ae_
Aissa_a8de26ae\accident_pedestrian_s002\Aissa_a8de26ae_accident_pedestrian_s002_t05_operator.webm,audios\Aissa_a8de26ae\accident_pedestrian_s002\Aissa_a8de26ae_accident_pedestrian_s002_t05_operator.webm,ch7al n l'blessés?,operator,SYN_accident_pedestrian_002__00012,05,accident_pedestrian,"Adekar, centre ville, wa7id l'jame3",Aissa_a8de26ae_
Aissa_a8de26ae\accident_pedestrian_s002\Aissa_a8de26ae_accident_pedestrian_s002_t06_caller.webm,audios\Aissa_a8de26ae\accident_pedestrian_s002\Aissa_a8de26ae_accident_pedestrian_s002_t06_caller.webm,"wa7ed, un petit garçon. rah yebki.",caller,SYN_accident_pedestrian_002__00012,06,accident_pedestrian,"Adekar, centre ville, wa7id l'jame3",Aissa_a8de26ae_
Aissa_a8de26ae\accident_pedestrian_s002\Aissa_a8de26ae_accident_pedestrian_s002_t07_operator.webm,audios\Aissa_a8de26ae\accident_pedestrian_s002\Aissa_a8de26ae_accident_pedestrian_s002_t07_operator.webm,"d'accord a sidi, a9lagh ntteddu-d. sa7it.",operator,SYN_accident_pedestrian_002__00012,07,accident_pedestrian,"Adekar, centre ville, wa7id l'jame3",Aissa_a8de26ae_
Aissa_a8de26ae\accident_pedestrian_s003\Aissa_a8de26ae_accident_pedestrian_s003_t01_operator.webm,audios\Aissa_a8de26ae\accident_pedestrian_s003\Aissa_a8de26ae_accident_pedestrian_s003_t01_operator.webm,l'7imaya l'madaniya f l'istima3.,operator,SYN_accident_pedestrian_002__00013,01,accident_pedestrian,"Ighram, RN26, zdat la pompe à essence",Aissa_a8de26ae_
Aissa_a8de26ae\accident_pedestrian_s003\Aissa_a8de26ae_accident_pedestrian_s003_t02_caller.webm,audios\Aissa_a8de26ae\accident_pedestrian_s003\Aissa_a8de26ae_accident_pedestrian_s003_t02_caller.webm,"salam, bghit l'ambulance. kayen tomobil renverse piéton f rn26.",caller,SYN_accident_pedestrian_002__00013,02,accident_pedestrian,"Ighram, RN26, zdat la pompe à essence",Aissa_a8de26ae_
Aissa_a8de26ae\accident_pedestrian_s003\Aissa_a8de26ae_accident_pedestrian_s003_t03_operator.webm,audios\Aissa_a8de26ae\accident_pedestrian_s003\Aissa_a8de26ae_accident_pedestrian_s003_t03_operator.webm,anda exact?,operator,SYN_accident_pedestrian_002__00013,03,accident_pedestrian,"Ighram, RN26, zdat la pompe à essence",Aissa_a8de26ae_
Aissa_a8de26ae\accident_pedestrian_s003\Aissa_a8de26ae_accident_pedestrian_s003_t04_caller.webm,audios\Aissa_a8de26ae\accident_pedestrian_s003\Aissa_a8de26ae_accident_pedestrian_s003_t04_caller.webm,"f ighram, zdat la pompe à essence.",caller,SYN_accident_pedestrian_002__00013,04,accident_pedestrian,"Ighram, RN26, zdat la pompe à essence",Aissa_a8de26ae_
Aissa_a8de26ae\accident_pedestrian_s003\Aissa_a8de26ae_accident_pedestrian_s003_t05_operator.webm,audios\Aissa_a8de26ae\accident_pedestrian_s003\Aissa_a8de26ae_accident_pedestrian_s003_t05_operator.webm,est-ce qu'il est conscient?,operator,SYN_accident_pedestrian_002__00013,05,accident_pedestrian,"Ighram, RN26, zdat la pompe à essence",Aissa_a8de26ae_
Aissa_a8de26ae\accident_pedestrian_s003\Aissa_a8de26ae_accident_pedestrian_s003_t06_caller.webm,audios\Aissa_a8de26ae\accident_pedestrian_s003\Aissa_a8de26ae_accident_pedestrian_s003_t06_caller.webm,"lalla, ma rahch conscient, rah dakh.",caller,SYN_accident_pedestrian_002__00013,06,accident_pedestrian,"Ighram, RN26, zdat la pompe à essence",Aissa_a8de26ae_
Aissa_a8de26ae\accident_pedestrian_s003\Aissa_a8de26ae_accident_pedestrian_s003_t07_operator.webm,audios\Aissa_a8de26ae\accident_pedestrian_s003\Aissa_a8de26ae_accident_pedestrian_s003_t07_operator.webm,"d'accord, at-tacha l'ambulance.",operator,SYN_accident_pedestrian_002__00013,07,accident_pedestrian,"Ighram, RN26, zdat la pompe à essence",Aissa_a8de26ae_
Aissa_a8de26ae\accident_pedestrian_s004\Aissa_a8de26ae_accident_pedestrian_s004_t01_operator.webm,audios\Aissa_a8de26ae\accident_pedestrian_s004\Aissa_a8de26ae_accident_pedestrian_s004_t01_operator.webm,m3akoum l'7imaya l'madaniya.,operator,SYN_accident_pedestrian_002__00014,01,accident_pedestrian,"Beni Ksila, zdat la plage, en face les pompiers 9dim",Aissa_a8de26ae_
Aissa_a8de26ae\accident_pedestrian_s004\Aissa_a8de26ae_accident_pedestrian_s004_t02_caller.webm,audios\Aissa_a8de26ae\accident_pedestrian_s004\Aissa_a8de26ae_accident_pedestrian_s004_t02_caller.webm,"allo, khouya rani f beni ksila, wa7ed l'amghar darbouh, yewwet-it lbus.",caller,SYN_accident_pedestrian_002__00014,02,accident_pedestrian,"Beni Ksila, zdat la plage, en face les pompiers 9dim",Aissa_a8de26ae_
Aissa_a8de26ae\accident_pedestrian_s004\Aissa_a8de26ae_accident_pedestrian_s004_t03_operator.webm,audios\Aissa_a8de26ae\accident_pedestrian_s004\Aissa_a8de26ae_accident_pedestrian_s004_t03_operator.webm,anda exact? wach la commune?,operator,SYN_accident_pedestrian_002__00014,03,accident_pedestrian,"Beni Ksila, zdat la plage, en face les pompiers 9dim",Aissa_a8de26ae_
Aissa_a8de26ae\accident_pedestrian_s004\Aissa_a8de26ae_accident_pedestrian_s004_t04_caller.webm,audios\Aissa_a8de26ae\accident_pedestrian_s004\Aissa_a8de26ae_accident_pedestrian_s004_t04_caller.webm,"beni ksila, zdat la plage, en face les pompiers 9dim.",caller,SYN_accident_pedestrian_002__00014,04,accident_pedestrian,"Beni Ksila, zdat la plage, en face les pompiers 9dim",Aissa_a8de26ae_
Aissa_a8de26ae\accident_pedestrian_s004\Aissa_a8de26ae_accident_pedestrian_s004_t05_operator.webm,audios\Aissa_a8de26ae\accident_pedestrian_s004\Aissa_a8de26ae_accident_pedestrian_s004_t05_operator.webm,dachu yellan? iblessi?,operator,SYN_accident_pedestrian_002__00014,05,accident_pedestrian,"Beni Ksila, zdat la plage, en face les pompiers 9dim",Aissa_a8de26ae_
Aissa_a8de26ae\accident_pedestrian_s004\Aissa_a8de26ae_accident_pedestrian_s004_t06_caller.webm,audios\Aissa_a8de26ae\accident_pedestrian_s004\Aissa_a8de26ae_accident_pedestrian_s004_t06_caller.webm,"ih, rah blessé f rejlou, ma ye9derch inod.",caller,SYN_accident_pedestrian_002__00014,06,accident_pedestrian,"Beni Ksila, zdat la plage, en face les pompiers 9dim",Aissa_a8de26ae_
Aissa_a8de26ae\accident_pedestrian_s004\Aissa_a8de26ae_accident_pedestrian_s004_t07_operator.webm,audios\Aissa_a8de26ae\accident_pedestrian_s004\Aissa_a8de26ae_accident_pedestrian_s004_t07_operator.webm,"d'accord a sidi, a9lagh ntteddu-d.",operator,SYN_accident_pedestrian_002__00014,07,accident_pedestrian,"Beni Ksila, zdat la plage, en face les pompiers 9dim",Aissa_a8de26ae_
Aissa_a8de26ae\accident_pedestrian_s005\Aissa_a8de26ae_accident_pedestrian_s005_t01_operator.webm,audios\Aissa_a8de26ae\accident_pedestrian_s005\Aissa_a8de26ae_accident_pedestrian_s005_t01_operator.webm,l'7imaya l'madaniya f l'istima3.,operator,SYN_accident_pedestrian_002__00015,01,accident_pedestrian,"Amizour, cité 500 logements, bloc B, zdat l'primaire",Aissa_a8de26ae_
Aissa_a8de26ae\accident_pedestrian_s005\Aissa_a8de26ae_accident_pedestrian_s005_t02_caller.webm,audios\Aissa_a8de26ae\accident_pedestrian_s005\Aissa_a8de26ae_accident_pedestrian_s005_t02_caller.webm,salam alaykoum. kayen accident f amizour. moto darbet mra.,caller,SYN_accident_pedestrian_002__00015,02,accident_pedestrian,"Amizour, cité 500 logements, bloc B, zdat l'primaire",Aissa_a8de26ae_
Aissa_a8de26ae\accident_pedestrian_s005\Aissa_a8de26ae_accident_pedestrian_s005_t03_operator.webm,audios\Aissa_a8de26ae\accident_pedestrian_s005\Aissa_a8de26ae_accident_pedestrian_s005_t03_operator.webm,anda exact? anwa l'bloc?,operator,SYN_accident_pedestrian_002__00015,03,accident_pedestrian,"Amizour, cité 500 logements, bloc B, zdat l'primaire",Aissa_a8de26ae_
Aissa_a8de26ae\accident_pedestrian_s005\Aissa_a8de26ae_accident_pedestrian_s005_t04_caller.webm,audios\Aissa_a8de26ae\accident_pedestrian_s005\Aissa_a8de26ae_accident_pedestrian_s005_t04_caller.webm,"f la cité 500 logements, bloc b, zdat l'primaire.",caller,SYN_accident_pedestrian_002__00015,04,accident_pedestrian,"Amizour, cité 500 logements, bloc B, zdat l'primaire",Aissa_a8de26ae_
Aissa_a8de26ae\accident_pedestrian_s005\Aissa_a8de26ae_accident_pedestrian_s005_t05_operator.webm,audios\Aissa_a8de26ae\accident_pedestrian_s005\Aissa_a8de26ae_accident_pedestrian_s005_t05_operator.webm,est-ce qu'il est conscient?,operator,SYN_accident_pedestrian_002__00015,05,accident_pedestrian,"Amizour, cité 500 logements, bloc B, zdat l'primaire",Aissa_a8de26ae_
Amine\accident_pedestrian_s001\Amine_accident_pedestrian_s001_t01_caller.webm,audios\Amine\accident_pedestrian_s001\Amine_accident_pedestrian_s001_t01_caller.webm,allo 7imaya l'madaniya?,caller,SYN_accident_pedestrian_001__00001,01,accident_pedestrian,"RN12, Adekar",Amine_
Amine\accident_pedestrian_s001\Amine_accident_pedestrian_s001_t01_operator.webm,audios\Amine\accident_pedestrian_s001\Amine_accident_pedestrian_s001_t01_operator.webm,"l'7imaya l'madaniya f l'istima3, dachu yellan?",operator,SYN_accident_pedestrian_001__00001,02,accident_pedestrian,"RN12, Adekar",Amine_
Amine\accident_pedestrian_s001\Amine_accident_pedestrian_s001_t02_caller.webm,audios\Amine\accident_pedestrian_s001\Amine_accident_pedestrian_s001_t02_caller.webm,"azlemd! yiwen amghar thewthit tomobil di rn12, adekar! ighli, idukh, ul it-respirer-ara!",caller,SYN_accident_pedestrian_001__00001,03,accident_pedestrian,"RN12, Adekar",Amine_
Amine\accident_pedestrian_s001\Amine_accident_pedestrian_s001_t02_operator.webm,audios\Amine\accident_pedestrian_s001\Amine_accident_pedestrian_s001_t02_operator.webm,sh7al n l'blessés?,operator,SYN_accident_pedestrian_001__00001,04,accident_pedestrian,"RN12, Adekar",Amine_
Amine\accident_pedestrian_s001\Amine_accident_pedestrian_s001_t03_caller.webm,audios\Amine\accident_pedestrian_s001\Amine_accident_pedestrian_s001_t03_caller.webm,yiwen! 3ajlem!,caller,SYN_accident_pedestrian_001__00001,05,accident_pedestrian,"RN12, Adekar",Amine_
Amine\accident_pedestrian_s001\Amine_accident_pedestrian_s001_t03_operator.webm,audios\Amine\accident_pedestrian_s001\Amine_accident_pedestrian_s001_t03_operator.webm,d'accord aqlagh ntteddu-d.,operator,SYN_accident_pedestrian_001__00001,06,accident_pedestrian,"RN12, Adekar",Amine_
Amine\accident_pedestrian_s001\Amine_accident_pedestrian_s001_t04_caller.webm,audios\Amine\accident_pedestrian_s001\Amine_accident_pedestrian_s001_t04_caller.webm,sh7al n l'blessés?,caller,SYN_accident_pedestrian_001__00001,04,accident_pedestrian,"RN12, Adekar",Amine_
Amine\accident_pedestrian_s001\Amine_accident_pedestrian_s001_t04_operator.webm,audios\Amine\accident_pedestrian_s001\Amine_accident_pedestrian_s001_t04_operator.webm,sh7al n l'blessés?,operator,SYN_accident_pedestrian_001__00001,04,accident_pedestrian,"RN12, Adekar",Amine_
Amine\accident_pedestrian_s001\Amine_accident_pedestrian_s001_t05_caller.webm,audios\Amine\accident_pedestrian_s001\Amine_accident_pedestrian_s001_t05_caller.webm,yiwen! 3ajlem!,caller,SYN_accident_pedestrian_001__00001,05,accident_pedestrian,"RN12, Adekar",Amine_
Amine\accident_pedestrian_s001\Amine_accident_pedestrian_s001_t05_operator.webm,audios\Amine\accident_pedestrian_s001\Amine_accident_pedestrian_s001_t05_operator.webm,yiwen! 3ajlem!,operator,SYN_accident_pedestrian_001__00001,05,accident_pedestrian,"RN12, Adekar",Amine_
Amine\accident_pedestrian_s001\Amine_accident_pedestrian_s001_t06_caller.webm,audios\Amine\accident_pedestrian_s001\Amine_accident_pedestrian_s001_t06_caller.webm,d'accord aqlagh ntteddu-d.,caller,SYN_accident_pedestrian_001__00001,06,accident_pedestrian,"RN12, Adekar",Amine_
Amine\accident_pedestrian_s001\Amine_accident_pedestrian_s001_t06_operator.webm,audios\Amine\accident_pedestrian_s001\Amine_accident_pedestrian_s001_t06_operator.webm,d'accord aqlagh ntteddu-d.,operator,SYN_accident_pedestrian_001__00001,06,accident_pedestrian,"RN12, Adekar",Amine_
Amine\accident_pedestrian_s001\Amine_accident_pedestrian_s001_t07_operator.webm,audios\Amine\accident_pedestrian_s001\Amine_accident_pedestrian_s001_t07_operator.webm,"d'accord, at-tacha l'ambulance.",operator,SYN_accident_pedestrian_002__00011,07,accident_pedestrian,"Akbou, zdat la poste, en face l'école",Amine_
Amine\accident_pedestrian_s001\Amine_accident_pedestrian_s001_t08_operator.webm,audios\Amine\accident_pedestrian_s001\Amine_accident_pedestrian_s001_t08_operator.webm,tanmirt.,operator,SYN_accident_pedestrian_003__00027,08,accident_pedestrian,"Barbacha, zdat l'pompe à essence",Amine_
Amine\accident_pedestrian_s002\Amine_accident_pedestrian_s002_t01_operator.webm,audios\Amine\accident_pedestrian_s002\Amine_accident_pedestrian_s002_t01_operator.webm,"allo, arwa7u s zerb!",operator,SYN_accident_pedestrian_001__00002,01,accident_pedestrian,Amizour,Amine_
Amine\accident_pedestrian_s002\Amine_accident_pedestrian_s002_t02_caller.webm,audios\Amine\accident_pedestrian_s002\Amine_accident_pedestrian_s002_t02_caller.webm,"m3akoum l'7imaya l'madaniya, dachu llan?",caller,SYN_accident_pedestrian_001__00002,02,accident_pedestrian,Amizour,Amine_
Amine\accident_pedestrian_s002\Amine_accident_pedestrian_s002_t03_operator.webm,audios\Amine\accident_pedestrian_s002\Amine_accident_pedestrian_s002_t03_operator.webm,"tomobil theqleb ameddak dagi amizour! ighli, idukh chwiya!",operator,SYN_accident_pedestrian_001__00002,03,accident_pedestrian,Amizour,Amine_
Amine\accident_pedestrian_s002\Amine_accident_pedestrian_s002_t05_operator.webm,audios\Amine\accident_pedestrian_s002\Amine_accident_pedestrian_s002_t05_operator.webm,"iyeh yiwen, activiw svp!",operator,SYN_accident_pedestrian_001__00002,05,accident_pedestrian,Amizour,Amine_
Amine\accident_pedestrian_s002\Amine_accident_pedestrian_s002_t06_caller.webm,audios\Amine\accident_pedestrian_s002\Amine_accident_pedestrian_s002_t06_caller.webm,d'accord a sidi.,caller,SYN_accident_pedestrian_001__00002,06,accident_pedestrian,Amizour,Amine_
Amine\accident_pedestrian_s002\Amine_accident_pedestrian_s002_t07_operator.webm,audios\Amine\accident_pedestrian_s002\Amine_accident_pedestrian_s002_t07_operator.webm,"d'accord, at-tacha l'ambulance.",operator,SYN_accident_pedestrian_002__00011,07,accident_pedestrian,"Akbou, zdat la poste, en face l'école",Amine_
Amine\accident_pedestrian_s003\Amine_accident_pedestrian_s003_t01_caller.webm,audios\Amine\accident_pedestrian_s003\Amine_accident_pedestrian_s003_t01_caller.webm,allo arwa7u!,caller,SYN_accident_pedestrian_001__00003,01,accident_pedestrian,Beni Ksila,Amine_
Amine\accident_pedestrian_s003\Amine_accident_pedestrian_s003_t01_operator.webm,audios\Amine\accident_pedestrian_s003\Amine_accident_pedestrian_s003_t01_operator.webm,"m3akoum l'7imaya l'madaniya, anda?",operator,SYN_accident_pedestrian_001__00003,02,accident_pedestrian,Beni Ksila,Amine_
Amine\accident_pedestrian_s003\Amine_accident_pedestrian_s003_t02_operator.webm,audios\Amine\accident_pedestrian_s003\Amine_accident_pedestrian_s003_t02_operator.webm,sh7al n l'blessés?,operator,SYN_accident_pedestrian_001__00003,04,accident_pedestrian,Beni Ksila,Amine_
Amine\accident_pedestrian_s003\Amine_accident_pedestrian_s003_t03_caller.webm,audios\Amine\accident_pedestrian_s003\Amine_accident_pedestrian_s003_t03_caller.webm,sin! azlemd la3nayak!,caller,SYN_accident_pedestrian_001__00003,05,accident_pedestrian,Beni Ksila,Amine_
Amine\accident_pedestrian_s003\Amine_accident_pedestrian_s003_t04_operator.webm,audios\Amine\accident_pedestrian_s003\Amine_accident_pedestrian_s003_t04_operator.webm,sh7al n l'blessés?,operator,SYN_accident_pedestrian_001__00003,04,accident_pedestrian,Beni Ksila,Amine_
Amine\accident_pedestrian_s003\Amine_accident_pedestrian_s003_t05_caller.webm,audios\Amine\accident_pedestrian_s003\Amine_accident_pedestrian_s003_t05_caller.webm,sin! azlemd la3nayak!,caller,SYN_accident_pedestrian_001__00003,05,accident_pedestrian,Beni Ksila,Amine_
Amine\accident_pedestrian_s003\Amine_accident_pedestrian_s003_t06_operator.webm,audios\Amine\accident_pedestrian_s003\Amine_accident_pedestrian_s003_t06_operator.webm,"d'accord, at-tacha l'ambulance.",operator,SYN_accident_pedestrian_001__00003,06,accident_pedestrian,Beni Ksila,Amine_
Amine\accident_pedestrian_s003\Amine_accident_pedestrian_s003_t07_caller.webm,audios\Amine\accident_pedestrian_s003\Amine_accident_pedestrian_s003_t07_caller.webm,"d'accord a sidi, aqlagh ntteddu-d tura.",caller,SYN_accident_pedestrian_003__00027,07,accident_pedestrian,"Barbacha, zdat l'pompe à essence",Amine_
Amine\accident_pedestrian_s003\Amine_accident_pedestrian_s003_t08_operator.webm,audios\Amine\accident_pedestrian_s003\Amine_accident_pedestrian_s003_t08_operator.webm,tanmirt.,operator,SYN_accident_pedestrian_003__00027,08,accident_pedestrian,"Barbacha, zdat l'pompe à essence",Amine_
Amine\accident_pedestrian_s003\Amine_accident_pedestrian_s003_t09_caller.webm,audios\Amine\accident_pedestrian_s003\Amine_accident_pedestrian_s003_t09_caller.webm,sahit.,caller,SYN_accident_pedestrian_004__00035,09,accident_pedestrian,"Chellata, zdat l'école",Amine_
Amine\accident_pedestrian_s004\Amine_accident_pedestrian_s004_t01_caller.webm,audios\Amine\accident_pedestrian_s004\Amine_accident_pedestrian_s004_t01_caller.webm,l'7imaya l'madaniya f l'istima3.,caller,SYN_accident_pedestrian_002__00011,01,accident_pedestrian,"Akbou, zdat la poste, en face l'école",Amine_
Amine\accident_pedestrian_s004\Amine_accident_pedestrian_s004_t02_operator.webm,audios\Amine\accident_pedestrian_s004\Amine_accident_pedestrian_s004_t02_operator.webm,"salam khouya, rani f akbou, kayen un accident. tomobil darbet un piéton.",operator,SYN_accident_pedestrian_002__00011,02,accident_pedestrian,"Akbou, zdat la poste, en face l'école",Amine_
Amine\accident_pedestrian_s004\Amine_accident_pedestrian_s004_t03_caller.webm,audios\Amine\accident_pedestrian_s004\Amine_accident_pedestrian_s004_t03_caller.webm,anda exact? wach la commune?,caller,SYN_accident_pedestrian_002__00011,03,accident_pedestrian,"Akbou, zdat la poste, en face l'école",Amine_
Amine\accident_pedestrian_s004\Amine_accident_pedestrian_s004_t05_caller.webm,audios\Amine\accident_pedestrian_s004\Amine_accident_pedestrian_s004_t05_caller.webm,dachu yellan? est-ce qu'il est conscient?,caller,SYN_accident_pedestrian_002__00011,05,accident_pedestrian,"Akbou, zdat la poste, en face l'école",Amine_
Amine\accident_pedestrian_s005\Amine_accident_pedestrian_s005_t01_caller.webm,audios\Amine\accident_pedestrian_s005\Amine_accident_pedestrian_s005_t01_caller.webm,m3akoum l'7imaya l'madaniya.,caller,SYN_accident_pedestrian_002__00012,01,accident_pedestrian,"Adekar, centre ville, wa7id l'jame3",Amine_
Amine\accident_pedestrian_s005\Amine_accident_pedestrian_s005_t02_operator.webm,audios\Amine\accident_pedestrian_s005\Amine_accident_pedestrian_s005_t02_operator.webm,"allo khouya, kayen wa7ed l'enfant darbouh b tomobil hna f adekar.",operator,SYN_accident_pedestrian_002__00012,02,accident_pedestrian,"Adekar, centre ville, wa7id l'jame3",Amine_
Amine\accident_pedestrian_s005\Amine_accident_pedestrian_s005_t03_caller.webm,audios\Amine\accident_pedestrian_s005\Amine_accident_pedestrian_s005_t03_caller.webm,anda exact? wach la commune?,caller,SYN_accident_pedestrian_002__00012,03,accident_pedestrian,"Adekar, centre ville, wa7id l'jame3",Amine_
Amine\accident_pedestrian_s006\Amine_accident_pedestrian_s006_t01_caller.webm,audios\Amine\accident_pedestrian_s006\Amine_accident_pedestrian_s006_t01_caller.webm,l'7imaya l'madaniya f l'istima3.,caller,SYN_accident_pedestrian_002__00013,01,accident_pedestrian,"Ighram, RN26, zdat la pompe à essence",Amine_
Amine\accident_pedestrian_s006\Amine_accident_pedestrian_s006_t02_operator.webm,audios\Amine\accident_pedestrian_s006\Amine_accident_pedestrian_s006_t02_operator.webm,"salam, bghit l'ambulance. kayen tomobil renverse piéton f rn26.",operator,SYN_accident_pedestrian_002__00013,02,accident_pedestrian,"Ighram, RN26, zdat la pompe à essence",Amine_
Amine\accident_pedestrian_s006\Amine_accident_pedestrian_s006_t03_caller.webm,audios\Amine\accident_pedestrian_s006\Amine_accident_pedestrian_s006_t03_caller.webm,anda exact?,caller,SYN_accident_pedestrian_002__00013,03,accident_pedestrian,"Ighram, RN26, zdat la pompe à essence",Amine_
Amine\accident_pedestrian_s006\Amine_accident_pedestrian_s006_t04_operator.webm,audios\Amine\accident_pedestrian_s006\Amine_accident_pedestrian_s006_t04_operator.webm,"f ighram, zdat la pompe à essence.",operator,SYN_accident_pedestrian_002__00013,04,accident_pedestrian,"Ighram, RN26, zdat la pompe à essence",Amine_
Amine\accident_pedestrian_s006\Amine_accident_pedestrian_s006_t05_caller.webm,audios\Amine\accident_pedestrian_s006\Amine_accident_pedestrian_s006_t05_caller.webm,est-ce qu'il est conscient?,caller,SYN_accident_pedestrian_002__00013,05,accident_pedestrian,"Ighram, RN26, zdat la pompe à essence",Amine_
Amine\accident_pedestrian_s007\Amine_accident_pedestrian_s007_t01_caller.webm,audios\Amine\accident_pedestrian_s007\Amine_accident_pedestrian_s007_t01_caller.webm,m3akoum l'7imaya l'madaniya.,caller,SYN_accident_pedestrian_002__00014,01,accident_pedestrian,"Beni Ksila, zdat la plage, en face les pompiers 9dim",Amine_
Amine\accident_pedestrian_s007\Amine_accident_pedestrian_s007_t02_operator.webm,audios\Amine\accident_pedestrian_s007\Amine_accident_pedestrian_s007_t02_operator.webm,"allo, khouya rani f beni ksila, wa7ed l'amghar darbouh, yewwet-it lbus.",operator,SYN_accident_pedestrian_002__00014,02,accident_pedestrian,"Beni Ksila, zdat la plage, en face les pompiers 9dim",Amine_
