text,label,label_id
"a9lagh g la brèche d yiwen upoto igherssed lekhyod tressiti athan thekath la masse dges nugad adi3edi kra l3ebd athituche aka negh kra adegrillie a mon frere akdefkegh asthla3id dina iwe9vou parce que a9lik kechi ttla3ited ivgayeth awid kan anzer aydefkegh numéro u9vou fkasen l'adresse exact akn adassen awid. ..034 ..034..18 18 75 75 68..68 ma ulach 68,3awed khdem wayet 69 voila exacte sa7it agma..sa7it agma",other,8
"Allo allo bonjour. - Bonjour Oui allo All - oui - allo nes3a une urgence g quartier sghir - achou ilan ? -yeweth t7anut tergha Atan gesvah ttla3i oulach oumadazuh - eh d'accord, sa7it a madame.- Athen g quartier sghir wa7id l'boulevard ni direct. OK, d'accord -tamani n bijoutier - OK, sa7a.- Sa7a .",fire_building,3
"dayen dayen Allô an3am. Asalam a3likoum ih Azul fellak, salam rghird a rghired yakan tcoupit Ah? Is3a mator, is3a motor l'urgence a-t-yawit. Ani? aaa ? Anda? Djermouna Djermouna? Eh tefer salamat Ah Kherrata yakhi ? Eh akdefker numero brir athawir ar sbitar brir athawir asbitar brir ataset ih bien sur adasen ayamdakel Aywah, akhatar i-kull-m-a i-ru7 ad-tikker. Markik-k n-numiru n-Kherrata l-3ayachin, sfehmit ani. Arwa7, zid-en-nni. 034 034 Eh, n-n3am eh. 18 51 21 C'est bon? Iyya d-t-asnem d-gher-da acu? Eh, Kherrata da-yi, l-sel3a d-za-yak, iqli-k b-Bgayet, nukkni b-Bgayet, l-3awi n-dak-in l-pumpiya n-Kherrata ad-alin. Sfehmasen ani ad-alin. Iyya xlas, sahit, sa7a, b-esslama.",medical_emergency,7
"atas les victimes igellan negh khati? i thella h tha9chichth ni tamezyant thejre7 chwiya ttema ma ttasem attawimt ar svitar ih c sur c sur, akhater nighak lu3anaghed athan sufghegh toura dle79en vghigh kan ad waligh dachu gellan exact khati machi grave mais khel3en kan chwiya? d'accord sa7it aya3ziz merci beaucoup. Sa7a .. Sa7a.",medical_emergency,7
Salam 3alikoum ma3akoum l’7imaya l’madania an3em eh Allo oui thella yiweth l'accident dayi wa7i snath n'tomobilath wa7id la Wilaya la Wilaya ganida exact g la Wilaya anida? G la Wilaya g Bgayeth vgayth ville En face lycée ni Amroun? khati khati wa7ed la Wilaya anda yella l'Maire ni wina l'Wali anda ikhedem l'Wali Ah d'accord d'accord est ce que lan les blessés? ttwalid lan l'blessés? Khati d l'accident kan garasen umbe3d yiwen wa9ila wa9ila yejre7 yejre7 g fousis Yiwen kan igellan yejran? ih yiwen kan Il est conscient? Eh yiwen kan khati il est conscient il est conscient khati D'accord aka chwiya dawed l'ambulance.,accident_vehicular,1
"7imaya oui?.. Oui salam a3likoum Salam Les pompiers ? Oui Les pompiers ta3 bejaia ? Bgayeth, oui an3am vgayeth iih a9lin dagi Boulevard Amirouche Oui Illa yiwen l'poteau athan illa yiwen u poteau n'électricité..ihih.. machi l'poteau, lampadaire, da lampadaire ih boulvard athan thech3el theker dges thimesth thech3el dges thimesth thech3el dges thimesth? iih Athan wa7id le meuble gharnas wa7id le meuble sonatrach ah zrit les lampadaires ni umba3d s3an l'aide ni vert et rouge ih ih 3elmegh iii voilà athan thina premier ni ..aya daccord sa7a merci sa7a",other,8
Oui l7imaya lmadaniya fl'istima3 Allo oui salam 3alikoum Illa dayi yiwen u9chich amezyan akken wa7ed 17 sna l3amris Dayi an3am wa7id 17 ighli idukh ma ma3lich attasemd Idukh? ih idukh g'el 17 idukh g17? ih g 17 idukh ma ma3lich attasem rapide urgent athan idukh iguma diker D'accord.,medical_emergency,7
"Allo. - An3am ih llah ghir nes3a un malade ighliyagh dayi g thhanut gelqouds - gelqouds lou3and nighas wlh ma nes3a les ambulance actuellement atan occupé. - Ya ilou3ayakd d wayetnin, illa yiwen i3ayed 115 daghen ulach. - 034 1115 15. - 034 1115 15? - Ih, 3awed la3id i numéro-ayi daghen. - D'accord, sahit.",medical_emergency,7
"Salam 3likom Wa3likom essalam L'ambulance khouya El 7imaya? N3am, n3am khouya. 7ah? 7imaya, 7imaya ta3 Bejaia 7imaya ta3 Bejaia khouya arwa7ouli ra7ou srat li 7na dharbou li baba arwa7ou li rah7ou fi Bakaro Bakaro? Marki andek l'numéro ta3 Tichy Marki andek 034..d9i9a bark 034ihih 81..ihih 67..ihih 58 . Barak Allahou fik khouya. Sa7it, sa7a.",assault_violence,2
Allo? an3am bakhir l7imaya? an3am w rasek ona un malade gravement malade ighzer ouzarif bâtiment C8 aaahh aaa c'est l'association basma akdefkegh numéro oued ghir la3i ar oued ghir sfehmithen anda fkiyid kn numéro 3endek numéro lehna? 030..030 ih 16..16 2 fois 92..2 fois 92 daccord merci sa7a rebi i3eychek sa7a,medical_emergency,7
"7imaya oui , allo salam 3likoum. - Salam. - S3ir dayi g la cité Djama tche3l thmessth g khyout n tricité, l'extérieur. - Cité Djama ? - .. à l'extérieur eh - D'accord - au 3ème cartier- D'accord saha. - Sa7a.",other,8
"L7imaya lmadaniya f listima3 oui? L7imaya lmadaniya ma ma3lich ad ru7em tura er sddou9 exactement g M'cisna Athan thkar thmesth deg yiwen n tomobile dayi Dachu illan? Tomobile amek? Teker thmes Theterte9? Uterte9 ara mais athan hacha devda thmesth thekar dges ma ma3lich ad 3ejlem chwiya ahath attemne3. Tzemrem, tzemrem attbe3dem syina tant que d nel7a9 ih Be3dem sinna ou dmem kan le7wayej nwen kan tbe3dem sina toura dnas D'accord, d'accord a madame.",fire_vehicle,5
"034 09 d9i9a kan aa..oui..034..achu yelan g bni ma3ouch a seyed? 034 09 42 42 91 91 Achu yellan malade eh? Eh, da malade wisen dachu thyughen la crise negh Anda zedghed exact a Beni Maouche ? gigisen Eh, Ait Djissa eh eh, D'accord siwlasen siwlasen adasen sa7it a3tik sa7a en cas d3edara eh 3iwded aya khlass merci beaucoup sa7it sa7a sa7a",medical_emergency,7
"les pompiers yakh an3am 3eslama ynek Allah yeselmek. G l3anayak , neki mazouzi ikhedmen akeni g ireyahen.. ih mazouzi ikhedmen g iryahen .. ah, g l3anayak , yiwen l'camion idhem argaz ayi zdakhel obarage tewthath tonobil ? Iyeh, idehmith su camion i3evssith s l'camion i3efsith ? Yakhi les pompiers? Iyeh, i3evsith nagh amek? ifhimmghara? Yakhi les pompiers? Iyeh, d'les pompiers, iyeh G l3anayak tezrit anda tekhedmem dayi g iryahen ar mazouzi ih athane yiwen oussumi idhem acamion ar tawourthiw yakan , ah donc d'accord ih ,ahya gma arwah rapide balak adimne3 D'accord .",accident_vehicular,1
"7imaya an3ame ? , allo Salam walikoum. , Salam ,ya un monsieur athan ighli dayi g la rue du vieillard iweth a9erouyis ar l9a3a , imna3 ? ,il est très très blessé. athan ijreh g 9erouyis ikl si vous pouvez intervenir tura Ah , ih athan tedoud l’ambulance a ghoures , Ok Baraka Allahou fik Sa7a. Et si vous essayez ashebssem l’hémorragie ma yella kra Il est très très grave très très blessé",medical_emergency,7
"7imaya An3am . tech3el tmest toura g l'éclairage Gachou ? G l'éclairage yek Les potaux n l'éclairage? Ah, l'éclairage athen itba lekhyout negh del haja Luta, Souq El Tenine? Luta, Souq El Tenine, Ari7an Ari7an. Ah D'accord ih . Sa7it. Sa7it.",other,8
"protection civil ,Allo Allo",medical_emergency,7
"Salam wa3likoum . Receive Wa3likoum salam warehma . Khouya 3andi l'walida rahi chwiya mrida, f Dra3 l'Gaid, Bel7an. Receive Dra3 l'Gaid? Eeh. Receive Dra3 l'Gaid t9i9a akdeker numero marki: 034 18 51 21. 034 18 51 21? e3tik sa7a barak allahu fik Receive fik baraka sa7a.",medical_emergency,7
"Jawada achou igelan dina ? lLjoutha igelan ljoutha ? ljoutha an3em ih gachou tella joutha ayi ? Ljoutha igelan Ljoutha Jawada iLa 7ed didek aa ? le9ser ketchi ketchi anda tella ljoutha ayi ? elttettt , anda tella ljoutha ayi gachou ? Jawada itsoufourn iLa 7ed didek aa ketchi ketchi iLa 7ed didek ? etef numero ynes asnefk i la gendarmerie, ad rou7en athdawin g kham toura adefker numero ynek ar la gendarmerie. Allo? Allo?",other,8
"Allo l'7imaya l'madaniya m3akum ma ma3lich attasemd dayi wa7id remla cite remla cite remla dachu igellan? yiweth la ceterne dayi ttame9rant theghli sufel snath tomobilath, thterteq ikel l'7ala ganida exacte? wa7id remla remla wa7id poto tressiti zath la pharmacie ni D'accord, d'accord est ce que lan les victimes? Khati ulach ulach Tomobil nni kan, snath ttomob ruhent zeysent D'accord, d'accord. Sa7a.",other,8
"gachu ch3l g l'compteur? welah mane3lem? welah mane3lem? l'électricité ner ne3limara del gaz wela Kul 3emal trenu iniyid compteur trisiti ner zakhel t7anout yakken Zdakhel t7anout Zdakhel t7anout aya d'accord, sa7a aya madabikom gla3nayakoum rapide.",fire_building,3
"Allo ..! Salam a3likoum.. salam..la protection yakhi .. an3am, aljar thela l'accident dayi g oued ghir.., ih , the9rev i l'unité nwen dagi.., mais de préférence inas adru7en .. tezrit avrid ni n..n Renault ..avrid..avrid ni n waytnin iih.. secondaire ih..! Sa7it ..g wina akhir parce que the9fel circulation loukan adru7end g rond-point udtel7a9enars ..ah d'accord ..d'accord.. parce que même iwsawen g sbitar win yiwn toura outrend ar ghouress..donc Asma d3edin. Ad3edin siwkesar akhi ? Inass ad3edin seg l côté n Renault .. therigli .. therigli a gma therigli therigli therigli..wina akhir. Wina akhir parce le côté naten circulation therigli therigli therigli..sa7a.. inass rapidement parce que yiwth n tmetoth atan g nsaf ouvrid oune3limara Dach asnekhdem.. d'accord agma.. d'accord..sa7a..",accident_vehicular,1
Wiwi isem3ek ih maalich smehli 3la dérangement bark machi dérangement madame ttema Ida hebiti Wahed isem3ek lmir premièr responsable f le9seur f la daira houwa li issem3ek hnaya 9tlek kach ma tesshe9i évacuation ka dekhlek lma nkherjouh ya pas de problème khedemtna mais Bach tgouli tessem3ou soti Bach ites itesma3 sotek lazem trohi la daira trohi le lmire haka madame aa? ihh 3endek lhaq ii ihh doka ana khedam sbah ghedwa sbah nekhrej masmd3tek ma3endi mandirlek aka ruh 3edn lmir chef daira houwa li yessm3 sotek,other,8
Sbah lkhir les pompiers ? an3am ? gla3nayak a9lagh nes3a un malade dayi unezrara ak dachu thyughen ar dayi ar l parck yahouni d9i9a aydefkegh numéro wergaz ayi akidissefhem allo Salam 3likum akhir fellak akhir fellak dayi yakan ar parck ayi les yahouni iwssawen Ayi supérette ni les yahouni ansa ttla3it a seyed? l'urgence l'urgence athan iii ansa ansa?ansa ttla3it vgayeth aa? awwa vgayeth la3i kan ar sidi Aïch gla3nayak aydefkegh kan numéro n sidi Aïch sfehmithen aseyed anida awid kan numéro n sidi Aïch gla3nayak d9i9a aa .. awid kan numéro ni agma ..034 034 86 86 07 80..07 80 en3em eh sa7it aki3eyech rebi ajma3in sa7a sa7it filaman,medical_emergency,7
"Alo? l7imaya lmadaniya n3am? nes3a wayi 15 ans Mousouni Mohend l'école primaire, inconsciente, elle est devenue bleue, elle respire pas apparemment Wachu la commune a madame tsawalet? An3am? Wachu la commune? La commune Souk El Tenine, l'école Mousouni Mohend centre, Souk El Tenine centre D'accord a madame Ok. Elle est inconsciente, elle est bleue.",medical_emergency,7
"L'7imaya oui?- Allo! - allo L'7imaya oui, oui? - Salam Alaikoum l'himaya dayi gher feu rouge gher la DGS, gher l festival ni - Eh? - L festival ni, bon ya une femme dagi enceinte de 3 mois, tes3a un malaise. - oui wahi la DGS? - Dakhel, s dakhel ni, aqlagh dina s dakhel un malaise d'une femme enceinte de 3 mois, d'accord? - D'accord, sa7a, aqlagh nettraju .",medical_emergency,7
"lou3araked f l'accident n saket Athen inter urgaz athen gel9a3a inter ou3limrara ner dimarimd ner mazel ahnan gevrid agma th3elmet vgayeth ar saket th3elmet ach7al, mais fghend? khati fghend fghend ahnen gevrid..sa7it aya3ziz att3edit thi9enterth saket akin chwiya ih ih d'accord sa7it d'accord aya3ziz athan inter mli7 athan gel9a3a d'accord sa7a Sa7it aya3aziz",accident_vehicular,1
"ghourner ukhedam dayi ighli. Anda? En face direction Naftal. En face la direction wachou? Naftal, l'ancien parc matériel de construction. Fi Bir Slam a? Bir Slam eh . Achou thiwghen ? Wallah zrira agma yeghli kan inayak ttwa9er7er jiha n wouliw . Yeghli ? g wachou yeghli? Ah igighlara , ibed kan i9im ar taq , ithqra7 ar l'jiha n wulis. Ih, oumba3d toura It respirer ? Khati? ah itrespirer normal. Itrespirer? Ih. Eh donc conscient. Aweh , conscient, ichmed gher da gher l l'parc, itwa9ra7 g wul-is. D'accord agma. Donc la direction Naftal exact ithelit? En face En face la direction Naftal eh . En face? - en face la direction Naftal. - la salle de fêtes ikel akhi ? An3am ? - wahi la salle de fêtes ilan dina ?-Ih, zeth malikat ldjamal. D'accord agma pas de soucis. aya Sa7a.",medical_emergency,7
Ih Madaglaw ugess3ara fraction nagh haja normal uris3ara khati ih..uttessintara is3a d'autres maladie 7aja akagii! uris3ara rien ih ma yella zemred ttawid sel véhicule inek lahumabarek sinon aka un quart d'heure negh aka 10 min un quart d'heure 3awded balak adeleberer akthidenchege3 sa7it sa7a,medical_emergency,7
Amek? nighak d papa..d9i9a kan d9i9a dachu a madame? nighak d papa il est diabétique..ih? itfith l virus ni 7achak la diarrhée wa7i diriran ihh gessva7 netta ittara umba3d 7achak la diarrhée..tura athan idukh ih athnawi l'hôpital uzmirenara threfden anda zedghed anda zedghed a madame? a9lagh g heddaden nezdegh g dernière étage anda g heddaden anda g heddaden ? g les 1000 les 1000 logement bâtiment ach7al? bâtiment g7 anda dezga g7? g7 wa7id commissariat ni?negh anda wa7i commissariat wa7i commissariat en face n waytnin en face primaire ni ..ah? allo? oui an3am dachu Denid en face ? en face le primaire Ila yiwen primaire en face ah d'accord adifegh 7ed ar vera adi3as dina adasem tout suite aa? toura ii..sa7it a3tik sa7a sa7a sa7a,medical_emergency,7
l7imaya lmadaniya Allo salam 3likoum 7imaya madaniya..oui athan ma ma3lich drohem un cas urgent dayi chemini exactement divan g chentille yiwen tewthith l'électricité umba3d ithyugh oma dazuh seyed ni? yaghli idukh dachu thiwghen? athan nmen3ith mais athan idukh d'accord ih toura dcheg3egh l'ambulance.,other,8
"Allo salam a3likoum oui L’7imaya l’madania, oui f’listima3. Ma3ich dasem ardayi Akdafou .Dachou illan? Les familles ils sont coincés, ils sont coincés uzmirenara dherken Tomobilat, la circulation wlamek ak an7erek Ch7al, ch7al l’véhicules i llan dinna? Atchour! Machi l’7aja ak at7asved 30 agi llan 30 tomobilat les fourgons Temma, temma te7sel tgouma ttedu l’7ala? - the7ssel a circulation the7ves thguma ak attedu - D’accord tura dchey3egh.",other,8
"Khedam f le9ser woullah ah khasni urgent abalek tbela3 3eliya el bab hak marki numéro ta3 le9ser 034..034 82 asber de9i9a a chef berk..ih 3482 36 36 , 65 .. ah ?? 65 66 ?? 65 woullah ma sm3tek 65 65 trés bien merci 3elik sa7a",other,8
"Allo oui l7imaya lmadania fi listima3 -Allo -Allo oui l'7imaya. - ah Dispositif Ighil ouazzoug, foker bach akdchey3er bach adiwelir. - Dispositif Ighil ouazzoug 3endek matestena - Ha? - niraked 3endek matestena.-amek ? - 3andek matestena ghir raju chwiya - ah oui - wallah derajite l'ambulance welleh mahabisen disbe7. -ayhouh- Ach7al telam? - amek? yiwen wa7di. - Wa7dek? wachou dispositif? - am congfou ner dachouth -congfou Wallah ma f'hemtk - atchey3er a pied a? - Ah.- achey3er a pied.a?.. -weleh mafehmrak ?-nirak madchey3er a pied - aditchey3et a pied nirak takhi 7ed ikiwtha oula - Aweh non aweh tfer gachou ifradjin .. - tfet iteftet ? te3li ite9li -aweh t3elmet sachou nek tita9li . - Ah l3alit ltkhemet telecoms berk- aweh toura minazer -ghir raju chwiya imala-akhlase machi mouchkil - Aya OK, sa7a.",other,8
"Allo, l7imaya lmadania f'ilstima3 oui ? ..allo ma ma3lich adssem arda Tazmalt! avrid igetawin ar tazmalt ar wu9vu dachou ilan ? athan snat n tomobile ikhedmen l'accident oumbe3d lan les blessés? Athan wa9ila yiwen deg sen yemuth akiya wayedh nni n-blessé chhal ttema? sin ? eh g Sin yidsn! Yiwen je pense imuth ogit7erikara wayetnine il est blessé d'accord eh",accident_vehicular,1
Allo Azul Azul Allo An3am Allo An3am Allo Allo Allo Allo,medical_emergency,7
Allo? An3am Les pompiers n le9seur? vgayeth? vgayeth achou igelan ? athan dayi ila yiwen ighli iss3a l'crise d'épilepsie. Anda? Daya kan boda dibi Akdekegh numéro nsen a seyed sfe7mithen anida? Marki kan numéro 034..034 82..82 35..35..65 65 06 34 00 34 82 35 65 les pompiers. D'accord sa7it sa7a. Sa7a.,medical_emergency,7
"Accident moto hnaya li lancenah me9bila ya3wdou ijiw bark Bon, soufel l pont Aboudaw, yakhi? Ma nehkich ma nefhemch qbayliya Fouq l'pont ta3 Aboudaw Le pont ta3 kima jami3a Eh, ok rana jayin sahit Sahha.",accident_vehicular,1
"Alo oui salam 3likoum . -Salam 3aslama les pompiers oui ? - les pompiers al'jariw ?- An3am.- An3am maadalim ar Sidi Ali s3igh amodhin vava athsober ar svitar athan inter grave -Sidi Ali ? - sidi ali ih - A9bou a ? -sidi ali a9bou eh -bon fghend les pompiers ar sid ali o3limrara ner c'est le meme ner khati ?-izmer ttina parce que tsawled wultma toura izmer lhal ttina.-lou3anas imala ar dina dousan - athen aqil toused ar dagi - fkas numero akdefker numero akdefker numero confirmé est ce que c'est le meme ner khati parce que tousad ar dayi o3limrara ner c'est le meme malade ner khati - ih ttina parce que tsawled woultma, nanas aqlagh athan 3awdghed neki daren - eh mala tedound imala ar dina - d'accord al'jariw -saha-saha .",medical_emergency,7
"Allo? - Wi an3am? - Asalam ou3alikoum. - Wa3likoum salam - Les pompiers ner ? - Les pompiers n vgayeth, oui? - Ah, dayi nu7waj l'urgence kan dayi g sedou9 quartier bouheya yema g helken. - sedou9 aseyed akdefkegh numéro sedou9 ru7 marki ghorek dayi devgayeth- eh Ach7al? - 034 - Marki skan ach7al? - 034 034 08 ..08..60 60.. 87..ru7 sa7a Sa7a .",medical_emergency,7
7imaya n3am? salam 3likum les pompiers ? les pompiers nevgayth oui an3am a seyed? aki3eyech rebi nek dayi g bouyevlaten ih dayi g bouyevlaten g yiweth l7ara akayi..ih i7sel yiwen wemchich la la la la la hachak la queue Inès the7sel g wina selk ni barbelé ih toura ma thzemrem att sauvem cheghl ayi Daya chaydinigh j'ai essayer akham ni is3a vavis aa Ila vavis ukham ni a? ulach ulach vav wayi itt3edayed kan wayi wlach vavis mais i7sel g vav wekham aywe9 i7sel wemchich ayi toura yakan negh ch7alaya? tura yakan tura même pas 20 minutes lu3antiyid the9chichin inu parce que nek je suis citoyen gel7ara ni umba3d athan aa on a essayé za3ma Bach ad seyigh nagh kra il est un peu chwiya balcon negh anda balcon aa? khati defir l7ara defir wa7id vuyevlaten avrid ayi ajdid isalayen ar les d..ih avrid ni attkechmed ttema chghel s ledwar lghava ni nagh dachu anda sekhwam déjà thimesth dina gher uvrid ih ih .. athan g la clôture sufel la clôture i7sel meskin mais athan ireya7 mais i7sel la queue Inès the7sel g fil barbelé ni D'accord aseyed khati généralement imchach akayi ad 9imen akayi wadefghen juste Balak mayili l3ibad dina 9imen kan umba3d yugad kulch tura nekni en tout les cas in patiente umba3d iss7el khati wellah wellah akayi athan icruchi aa ttema j'ai essayé wina ismis ih Ila évite i9im Ila ajeter ttagadegh ttema adikhvech ngh 7aja déjà yiwen u9chich Ila essayer Bach adi3el aka wellah ijevdazd lvista ynes nchallah aseyed tura anzer wina daccord sa7it pour l'appel sa7a li wajhi Lah Daya d'accord a3tik sa7a sa7it sa7a..sa7a,other,8
"l7ouma oubazine tezrit amek arakdsehmer tezrit Génie Sider, tesnet Lekhmis la poste ni n lekhmis Ahe tezrit anda tella la gendarmerie ? la poste n Lekhmis ner la gendarmerie? tezrit La poste n Lekhmis aaa .. ih ..aternouted ar zath tuwal n la gendarmerie la poste n Lekhmis adernour ar la gendarmerie sa7it tezrit la poste anda tella la mairie ikel Ahe. Yakhi thella yiweth l'intersection tsalay akayi tuwal lacifa ta3esast ikel .. Ahe ih alimd gesina kan aghtafed net3asakid iwksar achou s3it gukham achou s3it ? Tamghart n yemma ighhelken ah adyefk rebi chfa .. ttetchat mli7 rapide aa",medical_emergency,7
"Oui Allo la protection civile ? An3am nes3a dayi yeweth ta9chciht teghli g zedma Cité zedma C'est bon a mon frère athen tedoud l'ambulance, ok ? ah toulem chwiya nekhla3 Ah mon frère l'ambulance ines3a machi des avions ner des hélicoptères Ah mais abrid ifrer Abrid ifrer brid ifrer a mon frère, l'ambulance athen tedoud Aya d'accord, sa7a.",medical_emergency,7
"7imaya madania Allo - Allo salam wa3likoum, 7imaya Madania? - 7imaya Madania, an3am ? - Dayi la residence Milli, welleh nes3a yiweth tverkant thehlek noukni l'ambulance nni ismis achauffeur nni thin g congé, ulachithen.-aya D'accord - ah ? - D'accord, - ya3tik esa7a baraklahufik Milli, la résidence Milli, hein. - eh - D'accord.",medical_emergency,7
"Allo Allo Allo allo Salam A3likoum A3likoum Salem Se7it agma thela dayi yiweth temgharth theghli g'les 200 les 200 logements iHaddaden 200 logements iHaddaden? Yah gachu thegli? L'3zib am3amar aa? Khati daw la3zib Am3amar, les 200 logements en face li7ewathen nni dachy ttyughen themgharth ayi?gekham ithella negh g vera ? awaa thttedu g vera theghli dayi thechet thess3a lerni descalle attan cava pas ayya d'accord sa7a, sa7a.",medical_emergency,7
"L'7imaya l'madania, oui? Allo, salam a3likoum l'7imaya l'madania athan ma ma3lich adro7em ar heddaden les 600 d yiwen we9chich icoincé g l'ascenseur Anda,amek? Deg l'appartement? Eh, deg l'appartement dakhel l'ascenseur, athan icoicé dinna n3we9 amk athidnekes c'est un cas trés urgent ma ma3lich ad3ijlem Anda exact? anda g les 300 anda? Anda a madame? Eh, l'IH 300 g Ihadaddene Eh, anda exact g l'bloc nni? Anwa l'bloc? Amek ismis l'bloc nni l'bloc 3. L'bloc 3? L'bloc 3, en face l'arrêt madame En face l'arrêt les 300? En3am, eh exact. eh D'accord tura dchey3egh sa7a.",other,8
"anida te7wajem l'ambulance ? Eh, g l'social Iinoir nni les 3200 Social li 3200? eh Dachou yellan? L'bloc 93 L'bloc 93 dachou yellan, malade? Blessé? damotin mlih, ur yezmirara ad yeddu la crepe chghel ithitfen uzrighara Dachou! d'accord meme La respiration it respirerara mlih D'accord daccord asseyed tura sensiwlegh i oued ghir akdchey3en lambulance. aya D'accord.. saha .",medical_emergency,7
Allo Allo -7imaya Oui -salam 3likoum les pompiers n bgayeth a ? - Oui - Akihrez rebi lou3and thoura ar dina yiweth teqchichth theghli dayi g sa7et ifrii ? -eh athen tedound l'ambulance a madame Athen tedud -ttedund aa? - Ih - gizgeli mitousad ner toura kan - aweh thoura idefren thoura idlou3an -thoura idefren ? - eh toura idlou3an - D'accord anitta tina g a3emriw aa -allo? -A3emriw negh katchman ? inayid toura,medical_emergency,7
Allo l7imaya lmadaneya oui fel istima3 ma ma3lich adrohem ardagi la résidence Terga Eih. D'chu ilan? Plusieurs personnes thetfithen une intoxication je pense fenjal l'makla n restaurant Achal? Achal ilan l'intoxication? Akini t3elmed achal aa kra n 10 personnes Oh tsema tchan bezaf negh amk Ih fenjal makla n restaurant D'accord ii athan g sba7 ttarand D'accord ii tura dchey3egh l'ambulance D'accord.,medical_emergency,7
